Date,200 DMA
2024-06-06,390.47
2024-06-07,391.35
2024-06-10,392.21
2024-06-11,393.05
2024-06-12,394.0
2024-06-13,394.93
2024-06-14,395.85
2024-06-18,396.78
2024-06-19,397.58
2024-06-20,398.43
2024-06-21,399.25
2024-06-24,399.99
2024-06-25,400.68
2024-06-26,401.36
2024-06-27,402.01
2024-06-28,402.72
2024-07-01,403.43
2024-07-02,404.19
2024-07-03,404.99
2024-07-04,405.83
2024-07-05,406.68
2024-07-08,407.55
2024-07-09,408.4
2024-07-10,409.22
2024-07-11,410.13
2024-07-12,410.98
2024-07-15,411.85
2024-07-16,412.85
2024-07-18,413.77
2024-07-19,414.51
2024-07-22,415.27
2024-07-23,415.98
2024-07-24,416.76
2024-07-25,417.53
2024-07-26,418.44
2024-07-29,419.38
2024-07-30,420.37
2024-07-31,421.39
2024-08-01,422.57
2024-08-02,423.58
2024-08-05,424.41
2024-08-06,425.16
2024-08-07,426.22
2024-08-08,427.19
2024-08-09,428.21
2024-08-12,429.16
2024-08-13,430.08
2024-08-14,430.82
2024-08-16,431.63
2024-08-19,432.53
2024-08-20,433.45
2024-08-21,434.43
2024-08-22,435.37
2024-08-23,436.4
2024-08-26,437.41
2024-08-27,438.35
2024-08-28,439.22
2024-08-29,440.1
2024-08-30,440.95
2024-09-02,441.74
2024-09-03,442.52
2024-09-04,443.12
2024-09-05,443.66
2024-09-06,444.11
2024-09-09,444.51
2024-09-10,444.97
2024-09-11,445.36
2024-09-12,445.86
2024-09-13,446.3
2024-09-16,446.77
2024-09-17,447.18
2024-09-18,447.58
2024-09-19,447.88
2024-09-20,448.31
2024-09-23,448.83
2024-09-24,449.38
2024-09-25,449.94
2024-09-26,450.5
2024-09-27,451.16
2024-09-30,451.74
2024-10-01,452.31
2024-10-03,452.81
2024-10-04,453.25
2024-10-07,453.52
2024-10-08,453.9
2024-10-09,454.23
2024-10-10,454.57
2024-10-11,454.95
2024-10-14,455.38
2024-10-15,455.77
2024-10-16,456.17
2024-10-17,456.5
2024-10-18,456.86
2024-10-21,457.14
2024-10-22,457.25
2024-10-23,457.42
2024-10-24,457.62
2024-10-25,457.65
2024-10-28,457.49
2024-10-29,457.37
2024-10-30,457.29
2024-10-31,457.24
2024-11-01,457.21
2024-11-04,457.07
2024-11-05,456.85
2024-11-06,456.64
2024-11-07,456.43
2024-11-08,456.11
2024-11-11,455.76
2024-11-12,455.35
2024-11-13,454.87
2024-11-14,454.42
2024-11-18,454.01
2024-11-19,453.59
2024-11-21,453.12
2024-11-22,452.73
2024-11-25,452.38
2024-11-26,451.97
2024-11-27,451.63
2024-11-28,451.26
2024-11-29,450.92
2024-12-02,450.63
2024-12-03,450.34
2024-12-04,450.01
2024-12-05,449.69
2024-12-06,449.37
2024-12-09,449.02
2024-12-10,448.67
2024-12-11,448.35
2024-12-12,447.96
2024-12-13,447.59
2024-12-16,447.22
2024-12-17,446.78
2024-12-18,446.27
2024-12-19,445.73
2024-12-20,445.1
2024-12-23,444.48
2024-12-24,443.88
2024-12-26,443.31
2024-12-27,442.69
2024-12-30,442.04
2024-12-31,441.46
2025-01-01,440.92
2025-01-02,440.44
2025-01-03,439.97
2025-01-06,439.36
2025-01-07,438.77
2025-01-08,438.19
2025-01-09,437.53
2025-01-10,436.85
2025-01-13,436.11
2025-01-14,435.45
2025-01-15,434.84
2025-01-16,434.28
2025-01-17,433.82
2025-01-20,433.35
2025-01-21,432.84
2025-01-22,432.31
2025-01-23,431.84
2025-01-24,431.36
2025-01-27,430.8
2025-01-28,430.21
2025-01-29,429.7
2025-01-30,429.26
2025-01-31,428.92
2025-02-01,428.49
2025-02-03,427.95
2025-02-04,427.44
2025-02-05,426.99
2025-02-06,426.52
2025-02-07,426.04
2025-02-10,425.49
2025-02-11,424.83
2025-02-12,424.18
2025-02-13,423.56
2025-02-14,422.87
2025-02-17,422.25
2025-02-18,421.64
2025-02-19,421.05
2025-02-20,420.52
2025-02-21,420.02
2025-02-24,419.47
2025-02-25,418.89
2025-02-27,418.34
2025-02-28,417.85
2025-03-03,417.28
2025-03-04,416.75
2025-03-05,416.27
2025-03-06,415.93
2025-03-07,415.58
2025-03-10,415.18
2025-03-11,414.82
2025-03-12,414.48
2025-03-13,414.12
2025-03-17,413.84
2025-03-18,413.59
2025-03-19,413.42
2025-03-20,413.25
2025-03-21,413.17
2025-03-24,413.1
2025-03-25,412.95
2025-03-26,412.77
2025-03-27,412.61
2025-03-28,412.47
2025-04-01,412.32
2025-04-02,412.17
2025-04-03,412.02
2025-04-04,411.75
2025-04-07,411.41
2025-04-08,411.13
2025-04-09,410.77
2025-04-11,410.58
2025-04-15,410.43
2025-04-16,410.32
2025-04-17,410.2
2025-04-21,410.11
2025-04-22,409.99
2025-04-23,409.88
2025-04-24,409.78
2025-04-25,409.62
2025-04-28,409.49
2025-04-29,409.29
2025-04-30,409.05
2025-05-02,408.8
2025-05-05,408.57
2025-05-06,408.27
2025-05-07,408.02
2025-05-08,407.8
2025-05-09,407.55
2025-05-12,407.43
2025-05-13,407.3
2025-05-14,407.26
2025-05-15,407.24
2025-05-16,407.21
2025-05-19,407.17
2025-05-20,407.18
2025-05-21,407.16
2025-05-22,407.08
2025-05-23,407.02
2025-05-26,406.98
2025-05-27,406.91
2025-05-28,406.82
2025-05-29,406.73
2025-05-30,406.64
2025-06-02,406.57
2025-06-03,406.44
2025-06-04,406.32
2025-06-05,406.2
2025-06-06,406.13
