displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,67637.30,,,2022,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,82002.35,,,2022,Annual
Net Loans ,NetLoans,228923.66,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4267.98,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2339.23,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1928.75,,,2022,Annual
Long Term Investments ,LongTermInvestments,2.82,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,0.19,,,2022,Annual
Other Assets Total ,OtherAssetsTotal,21472.30,,,2022,Annual
Total Assets ,TotalAssets,401967.38,,,2022,Annual
Accounts Payable ,AccountsPayable,1311.02,,,2022,Annual
Total Deposits ,TotalDeposits,293349.47,,,2022,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,844.24,,,2022,Annual
Long Term Debt ,LongTermDebt,47323.22,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,47323.22,,,2022,Annual
Total Debt ,TotalDebt,48167.47,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,11113.04,,,2022,Annual
Total Liabilities ,TotalLiabilities,353940.99,,,2022,Annual
Common Stock Total ,CommonStockTotal,774.66,,,2022,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18444.02,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),28097.16,,,2022,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,16.07,,,2022,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),659.31,,,2022,Annual
Other Equity Total ,OtherEquityTotal,35.15,,,2022,Annual
Total Equity ,TotalEquity,48026.38,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,401967.38,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,77.47,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,619.96,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
