displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,22261.15,,,2019,Annual
Total Interest Expense ,TotalInterestExpense,13414.97,,,2019,Annual
Net Interest Income ,NetInterestIncome,8846.18,,,2019,Annual
Loan Loss Provision ,LoanLossProvision,2719.01,,,2019,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,6127.17,,,2019,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,5646.72,,,2019,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-6793.94,,,2019,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,4979.95,,,2019,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1679.47,,,2019,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,3300.48,,,2019,Annual
Equity In Affiliates ,EquityInAffiliates,0.27,,,2019,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,3300.75,,,2019,Annual
Net Income ,NetIncome,3300.75,,,2019,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,3300.75,,,2019,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,3300.75,,,2019,Annual
Diluted Net Income ,DilutedNetIncome,3300.75,,,2019,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,60.62,,,2019,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,54.45,,,2019,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.50,,,2019,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,56.36,,,2019,Annual
period Length ,periodLength,12,,,2019,Annual
period Type ,periodType,Months,,,2019,Annual
