Date,Volume,Delivery (%)
2024-06-06,3379867,48.0
2024-06-07,4679469,59.0
2024-06-10,3089043,37.0
2024-06-11,1801751,54.0
2024-06-12,5501973,48.0
2024-06-13,2496936,51.0
2024-06-14,3087067,45.0
2024-06-18,2875894,60.0
2024-06-19,11143554,34.0
2024-06-20,3784211,54.0
2024-06-21,5576886,56.0
2024-06-24,5326946,36.0
2024-06-25,3402816,55.0
2024-06-26,5751427,49.0
2024-06-27,5247528,
2024-06-28,6624042,66.0
2024-07-01,3892661,55.0
2024-07-02,4834811,61.0
2024-07-03,6007245,37.0
2024-07-04,3128493,48.0
2024-07-05,4484136,54.0
2024-07-08,3054054,39.0
2024-07-09,3168549,63.0
2024-07-10,4011268,44.0
2024-07-11,2438509,55.0
2024-07-12,3514689,57.0
2024-07-15,4877765,45.0
2024-07-16,2465170,51.0
2024-07-18,3927014,61.0
2024-07-19,3260220,57.0
2024-07-22,3250370,47.0
2024-07-23,3248552,53.0
2024-07-24,5798219,40.0
2024-07-25,4059865,54.0
2024-07-26,3908188,41.0
2024-07-29,6444170,33.0
2024-07-30,2269512,48.0
2024-07-31,4055759,44.0
2024-08-01,4366695,67.0
2024-08-02,3649390,56.0
2024-08-05,4248948,46.0
2024-08-06,2498429,57.0
2024-08-07,8980907,49.0
2024-08-08,3874022,42.0
2024-08-09,5342983,69.0
2024-08-12,4854476,59.0
2024-08-13,4163803,61.0
2024-08-14,5023627,63.0
2024-08-16,5613837,67.0
2024-08-19,6127550,69.0
2024-08-20,5668402,52.0
2024-08-21,5545755,51.0
2024-08-22,3810738,59.0
2024-08-23,2490907,59.0
2024-08-26,2986292,56.0
2024-08-27,1361728,50.0
2024-08-28,6698501,48.0
2024-08-29,3562364,60.0
2024-08-30,2917348,51.0
2024-09-02,4506185,55.0
2024-09-03,2446538,61.0
2024-09-04,2950817,53.0
2024-09-05,3644815,70.0
2024-09-06,2838057,49.0
2024-09-09,1856574,48.0
2024-09-10,2433275,64.0
2024-09-11,2720540,37.0
2024-09-12,2569740,49.0
2024-09-13,3166904,47.0
2024-09-16,1733823,43.0
2024-09-17,1930681,51.0
2024-09-18,4109502,42.0
2024-09-19,3914356,56.0
2024-09-20,5586038,66.0
2024-09-23,4781412,55.0
2024-09-24,3935711,66.0
2024-09-25,3036159,56.0
2024-09-26,3474913,59.0
2024-09-27,4740824,67.0
2024-09-30,3045610,56.0
2024-10-01,3457680,53.0
2024-10-03,2126188,52.0
2024-10-04,2307904,38.0
2024-10-07,4198820,30.0
2024-10-08,2450269,53.0
2024-10-09,5356177,43.0
2024-10-10,1694984,44.0
2024-10-11,2856593,58.0
2024-10-14,1623813,52.0
2024-10-15,2825161,62.0
2024-10-16,2145494,54.0
2024-10-17,1558506,60.0
2024-10-18,3751130,64.0
2024-10-21,6360011,56.0
2024-10-22,4394387,59.0
2024-10-23,4938061,57.0
2024-10-24,2509531,45.0
2024-10-25,59420694,37.0
2024-10-28,11606397,44.0
2024-10-29,8111584,41.0
2024-10-30,9245273,39.0
2024-10-31,4740573,46.0
2024-11-01,493325,52.0
2024-11-04,5311750,48.0
2024-11-05,4934106,49.0
2024-11-06,8453831,65.0
2024-11-07,4967842,62.0
2024-11-08,2200835,50.0
2024-11-11,5494194,50.0
2024-11-12,2268009,54.0
2024-11-13,4925534,41.0
2024-11-14,2773332,45.0
2024-11-18,5606995,62.0
2024-11-19,5821649,62.0
2024-11-21,6735673,60.0
2024-11-22,4182380,55.0
2024-11-25,6804328,62.0
2024-11-26,2506620,44.0
2024-11-27,4851248,53.0
2024-11-28,5055782,57.0
2024-11-29,4966424,66.0
2024-12-02,5157587,52.0
2024-12-03,4725459,64.0
2024-12-04,4376373,56.0
2024-12-05,5419101,57.0
2024-12-06,6363970,56.0
2024-12-09,3745480,50.0
2024-12-10,4027395,60.0
2024-12-11,4779737,58.0
2024-12-12,5996292,56.0
2024-12-13,5799935,42.0
2024-12-16,3348291,36.0
2024-12-17,3560052,51.0
2024-12-18,3034751,52.0
2024-12-19,3829574,46.0
2024-12-20,4568801,44.0
2024-12-23,2643581,49.0
2024-12-24,5669365,55.0
2024-12-26,5316111,59.0
2024-12-27,6587135,32.0
2024-12-30,8395764,57.0
2024-12-31,2367841,49.0
2025-01-01,4147571,58.0
2025-01-02,4018697,56.0
2025-01-03,6163654,51.0
2025-01-06,3555579,46.0
2025-01-07,3659309,56.0
2025-01-08,3870602,45.0
2025-01-09,3179504,50.0
2025-01-10,5837456,37.0
