displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,59375.49,,,2025,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,114456.72,,,2025,Annual
Net Loans ,NetLoans,345018.63,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2496.36,,,2025,Annual
Other Assets Total ,OtherAssetsTotal,32759.91,,,2025,Annual
Total Assets ,TotalAssets,554107.11,,,2025,Annual
Total Deposits ,TotalDeposits,410862.27,,,2025,Annual
Long Term Debt ,LongTermDebt,53703.55,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,53703.55,,,2025,Annual
Total Debt ,TotalDebt,53703.55,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,24705.61,,,2025,Annual
Total Liabilities ,TotalLiabilities,489271.43,,,2025,Annual
Common Stock Total ,CommonStockTotal,779.05,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),63913.76,,,2025,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,142.87,,,2025,Annual
Total Equity ,TotalEquity,64835.68,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,554107.11,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,77.91,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,832.24,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
