displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,8.80
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,39.88
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,832.24
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,762.15
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,33.03
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,33.05
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,342.93
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,33.03
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,33.07
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,33.09
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,832.24
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,832.24
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,0.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,342.90
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,33.05
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,832.24
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,0.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,33.05
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,762.15
