displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,29317.99,,,2024,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,131141.25,,,2024,Annual
Net Loans ,NetLoans,326229.44,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,5388.16,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3064.14,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2324.02,,,2024,Annual
Long Term Investments ,LongTermInvestments,3.49,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1369.45,,,2024,Annual
Other Assets Total ,OtherAssetsTotal,24708.33,,,2024,Annual
Total Assets ,TotalAssets,515093.97,,,2024,Annual
Accounts Payable ,AccountsPayable,1942.61,,,2024,Annual
Total Deposits ,TotalDeposits,384585.67,,,2024,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,1394.42,,,2024,Annual
Long Term Debt ,LongTermDebt,47611.41,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,47611.41,,,2024,Annual
Total Debt ,TotalDebt,49005.84,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,16352.30,,,2024,Annual
Total Liabilities ,TotalLiabilities,451886.41,,,2024,Annual
Common Stock Total ,CommonStockTotal,778.32,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18770.74,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),42581.63,,,2024,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,103.52,,,2024,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),850.37,,,2024,Annual
Other Equity Total ,OtherEquityTotal,122.99,,,2024,Annual
Total Equity ,TotalEquity,63207.56,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,515093.97,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,77.83,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,812.10,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
