displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,10.30
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,0.48
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,0.48
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,1.23
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,4.02
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),4.02
Return on investment - 5 year average,returnOnInvestment5YearAverage,
