displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,12546.77,,,2025,Interim
Total Interest Expense ,TotalInterestExpense,7139.14,,,2025,Interim
Net Interest Income ,NetInterestIncome,5407.63,,,2025,Interim
Loan Loss Provision ,LoanLossProvision,1049.84,,,2025,Interim
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,4357.79,,,2025,Interim
Non- Interest Income Bank ,Non-InterestIncomeBank,2441.61,,,2025,Interim
Non- Interest Expense Bank ,Non-InterestExpenseBank,-3897.44,,,2025,Interim
Net Income Before Taxes ,NetIncomeBeforeTaxes,2901.96,,,2025,Interim
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,731.24,,,2025,Interim
Net Income After Taxes ,NetIncomeAfterTaxes,2170.72,,,2025,Interim
Equity In Affiliates ,EquityInAffiliates,0.07,,,2025,Interim
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,2170.79,,,2025,Interim
Net Income ,NetIncome,2170.79,,,2025,Interim
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,2170.79,,,2025,Interim
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,2170.79,,,2025,Interim
Diluted Net Income ,DilutedNetIncome,2170.79,,,2025,Interim
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,77.95,,,2025,Interim
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,27.85,,,2025,Interim
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2025,Interim
Diluted Normalized EPS ,DilutedNormalizedEPS,27.85,,,2025,Interim
period Length ,periodLength,3,,,2025,Interim
period Type ,periodType,Months,,,2025,Interim
