displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,35257.50
Revenue - trailing 12 month,revenueTrailing12Month),486676.60
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,25755.40
EBITD - trailing 12 month,eBITDTrailing12Month,
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,25755.40
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,33.03
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,486676.60
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,25755.40
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,35257.50
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,35257.50
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,40580.20
