tickerId,companyName,remarks,boardMeetDate,purpose
S0003023,Indusind Bank,,2025-05-21,Audited Results & Dividend
S0003023,Indusind Bank,,2025-01-31,Quarterly Results
S0003023,Indusind Bank,,2024-10-24,Quarterly Results
S0003023,Indusind Bank,,2024-07-26,Quarterly Results
S0003023,Indusind Bank,To consider Fund Raising and Other business,2024-07-19,Others
S0003023,Indusind Bank,,2024-04-25,Audited Results & Final Dividend
S0003023,Indusind Bank,,2024-01-18,Quarterly Results
S0003023,Indusind Bank,,2023-10-18,Quarterly Results
S0003023,Indusind Bank,To consider Fund Raising through debt securities in any permitted mode on a private placement basis.,2023-07-20,Others
S0003023,Indusind Bank,,2023-07-18,Quarterly Results
S0003023,Indusind Bank,,2023-04-24,Audited Results & Final Dividend
S0003023,Indusind Bank,,2023-01-18,Quarterly Results
S0003023,Indusind Bank,,2022-10-19,Quarterly Results
S0003023,Indusind Bank,,2022-07-20,Quarterly Results
S0003023,Indusind Bank,"Inter alia, to consider : 1. Fix the date and time for the 28th Annual General Meeting (' ;\GM') of the Bank and other related matters.",2022-07-18,Others
S0003023,Indusind Bank,,2022-04-29,Audited Results & Dividend
S0003023,Indusind Bank,,2022-01-29,Quarterly Results
S0003023,Indusind Bank,,2021-10-27,Quarterly Results
S0003023,Indusind Bank,To consider Fund Raising,2021-10-21,Others
S0003023,Indusind Bank,,2021-07-27,Quarterly Results
S0003023,Indusind Bank,"inter-alia, to consider the proposal of raising funds through debt securities or equity instruments or convertible debt securities in any permitted mode. (Revised)",2021-07-24,Others
S0003023,Indusind Bank,,2021-07-23,Others
S0003023,Indusind Bank,,2021-04-30,Audited Results & Final Dividend
S0003023,Indusind Bank,,2021-01-29,Quarterly Results
