displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,41841.53,,,2021,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,87893.41,,,2021,Annual
Net Loans ,NetLoans,209121.36,,,2021,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,3896.76,,,2021,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2021.02,,,2021,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,1875.74,,,2021,Annual
Long Term Investments ,LongTermInvestments,2.43,,,2021,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,0.17,,,2021,Annual
Other Assets Total ,OtherAssetsTotal,22168.67,,,2021,Annual
Total Assets ,TotalAssets,362903.30,,,2021,Annual
Accounts Payable ,AccountsPayable,1450.81,,,2021,Annual
Total Deposits ,TotalDeposits,255870.10,,,2021,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,661.79,,,2021,Annual
Long Term Debt ,LongTermDebt,51322.81,,,2021,Annual
Total Long Term Debt ,TotalLongTermDebt,51322.81,,,2021,Annual
Total Debt ,TotalDebt,51984.60,,,2021,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,10097.14,,,2021,Annual
Total Liabilities ,TotalLiabilities,319402.65,,,2021,Annual
Common Stock Total ,CommonStockTotal,773.37,,,2021,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18359.24,,,2021,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),23673.14,,,2021,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,5.41,,,2021,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),665.29,,,2021,Annual
Other Equity Total ,OtherEquityTotal,24.21,,,2021,Annual
Total Equity ,TotalEquity,43500.65,,,2021,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,362903.30,,,2021,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,77.34,,,2021,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,562.48,,,2021,Annual
period Length ,periodLength,0.00,,,2021,Annual
