displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash Duefrom Banks ,CashDuefromBanks,49819.51,,,2023,Annual
Other Earning Assets Total ,OtherEarningAssetsTotal,101240.70,,,2023,Annual
Net Loans ,NetLoans,278712.73,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,4777.54,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2698.61,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,2078.93,,,2023,Annual
Long Term Investments ,LongTermInvestments,3.19,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,1740.05,,,2023,Annual
Other Assets Total ,OtherAssetsTotal,24241.53,,,2023,Annual
Total Assets ,TotalAssets,457836.63,,,2023,Annual
Accounts Payable ,AccountsPayable,1830.29,,,2023,Annual
Total Deposits ,TotalDeposits,336120.19,,,2023,Annual
Total Short Term Borrowings ,TotalShortTermBorrowings,1144.57,,,2023,Annual
Long Term Debt ,LongTermDebt,49011.23,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,49011.23,,,2023,Annual
Total Debt ,TotalDebt,50155.80,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,14725.73,,,2023,Annual
Total Liabilities ,TotalLiabilities,402832.02,,,2023,Annual
Common Stock Total ,CommonStockTotal,775.90,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,18528.50,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),34884.75,,,2023,Annual
ESOP Debt Guarantee ,ESOPDebtGuarantee,44.32,,,2023,Annual
Unrealized Gain( Loss) ,UnrealizedGain(Loss),656.34,,,2023,Annual
Other Equity Total ,OtherEquityTotal,114.81,,,2023,Annual
Total Equity ,TotalEquity,55004.61,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,457836.63,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,77.59,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,708.92,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
