displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Interest Income Bank ,InterestIncomeBank,28782.83,,,2020,Annual
Total Interest Expense ,TotalInterestExpense,16724.09,,,2020,Annual
Net Interest Income ,NetInterestIncome,12058.74,,,2020,Annual
Loan Loss Provision ,LoanLossProvision,3635.29,,,2020,Annual
Net Interest Inc After Loan Loss Prov ,NetInterestIncAfterLoanLossProv,8423.45,,,2020,Annual
Non- Interest Income Bank ,Non-InterestIncomeBank,6952.67,,,2020,Annual
Non- Interest Expense Bank ,Non-InterestExpenseBank,-9199.40,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,6176.73,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,1718.86,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,4457.87,,,2020,Annual
Equity In Affiliates ,EquityInAffiliates,0.32,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,4458.18,,,2020,Annual
Net Income ,NetIncome,4458.18,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,4458.18,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,4458.18,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,4458.18,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,69.55,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,64.10,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,0.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,69.11,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
