Date,Price on NSE
2024-06-06,172.05
2024-06-07,178.9
2024-06-10,180.29
2024-06-11,181.33
2024-06-12,182.23
2024-06-13,182.56
2024-06-14,183.15
2024-06-18,181.12
2024-06-19,180.02
2024-06-20,182.28
2024-06-21,179.94
2024-06-24,177.96
2024-06-25,175.68
2024-06-26,172.56
2024-06-27,174.16
2024-06-28,174.01
2024-07-01,174.07
2024-07-02,174.54
2024-07-03,176.37
2024-07-04,176.29
2024-07-05,174.71
2024-07-08,172.28
2024-07-09,171.8
2024-07-10,167.98
2024-07-11,168.92
2024-07-12,168.69
2024-07-15,166.76
2024-07-16,167.07
2024-07-18,166.36
2024-07-19,157.77
2024-07-22,160.32
2024-07-23,160.02
2024-07-24,160.31
2024-07-25,157.39
2024-07-26,162.55
2024-07-29,162.87
2024-07-30,164.07
2024-07-31,165.33
2024-08-01,163.06
2024-08-02,158.22
2024-08-05,149.82
2024-08-06,150.32
2024-08-07,153.86
2024-08-08,150.28
2024-08-09,151.81
2024-08-12,152.06
2024-08-13,148.88
2024-08-14,146.17
2024-08-16,149.52
2024-08-19,153.96
2024-08-20,153.93
2024-08-21,151.92
2024-08-22,154.14
2024-08-23,154.2
2024-08-26,155.7
2024-08-27,154.7
2024-08-28,153.7
2024-08-29,152.97
2024-08-30,152.76
2024-09-02,152.88
2024-09-03,152.15
2024-09-04,151.18
2024-09-05,151.72
2024-09-06,151.22
2024-09-09,149.47
2024-09-10,149.42
2024-09-11,148.17
2024-09-12,151.74
2024-09-13,153.49
2024-09-16,154.21
2024-09-17,152.82
2024-09-18,150.6
2024-09-19,149.54
2024-09-20,152.02
2024-09-23,153.99
2024-09-24,160.53
2024-09-25,161.66
2024-09-26,165.61
2024-09-27,166.55
2024-09-30,168.55
2024-10-01,167.03
2024-10-03,166.98
2024-10-04,166.75
2024-10-07,164.36
2024-10-08,159.52
2024-10-09,159.06
2024-10-10,159.72
2024-10-11,160.66
2024-10-14,158.32
2024-10-15,155.63
2024-10-16,155.24
2024-10-17,152.4
2024-10-18,155.39
2024-10-21,155.03
2024-10-22,150.39
2024-10-23,148.78
2024-10-24,148.98
2024-10-25,145.86
2024-10-28,149.38
2024-10-29,150.06
2024-10-30,148.97
2024-10-31,148.56
2024-11-01,149.75
2024-11-04,146.95
2024-11-05,152.29
2024-11-06,153.62
2024-11-07,150.95
2024-11-08,147.57
2024-11-11,145.01
2024-11-12,144.17
2024-11-13,139.17
2024-11-14,137.98
2024-11-18,141.21
2024-11-19,139.46
2024-11-21,140.22
2024-11-22,142.78
2024-11-25,143.67
2024-11-26,144.47
2024-11-27,144.53
2024-11-28,143.39
2024-11-29,144.54
2024-12-02,146.41
2024-12-03,146.54
2024-12-04,145.85
2024-12-05,147.07
2024-12-06,148.29
2024-12-09,149.88
2024-12-10,150.32
2024-12-11,150.6
2024-12-12,150.78
2024-12-13,148.95
2024-12-16,147.79
2024-12-17,145.68
2024-12-18,144.46
2024-12-19,143.26
2024-12-20,140.68
2024-12-23,141.71
2024-12-24,140.38
2024-12-26,140.36
2024-12-27,138.91
2024-12-30,136.88
2024-12-31,138.05
2025-01-01,136.74
2025-01-02,138.18
2025-01-03,138.36
2025-01-06,132.18
2025-01-07,133.38
2025-01-08,132.64
2025-01-09,129.93
2025-01-10,127.43
2025-01-13,122.93
2025-01-14,126.93
2025-01-15,126.53
2025-01-16,127.81
2025-01-17,130.28
2025-01-20,131.66
2025-01-21,129.7
2025-01-22,128.92
2025-01-23,130.37
2025-01-24,129.74
2025-01-27,126.37
2025-01-28,128.62
2025-01-29,130.8
2025-01-30,131.12
2025-01-31,134.62
2025-02-01,132.97
2025-02-03,131.82
2025-02-04,133.42
2025-02-05,134.4
2025-02-06,132.54
2025-02-07,138.31
2025-02-10,134.04
2025-02-11,130.11
2025-02-12,132.28
2025-02-13,136.25
2025-02-14,134.47
2025-02-17,134.29
2025-02-18,134.54
2025-02-19,135.76
2025-02-20,138.04
2025-02-21,140.76
2025-02-24,137.65
2025-02-25,137.07
2025-02-27,138.69
2025-02-28,137.2
2025-03-03,138.57
2025-03-04,139.34
2025-03-05,146.1
2025-03-06,150.44
2025-03-07,151.56
2025-03-10,151.05
2025-03-11,150.75
2025-03-12,150.3
2025-03-13,150.88
2025-03-17,151.81
2025-03-18,154.66
2025-03-19,158.6
2025-03-20,159.04
2025-03-21,157.28
2025-03-24,158.42
2025-03-25,156.73
2025-03-26,155.81
2025-03-27,155.42
2025-03-28,154.24
2025-04-01,153.12
2025-04-02,154.69
2025-04-03,153.62
2025-04-04,140.39
2025-04-07,129.48
2025-04-08,130.28
2025-04-09,127.18
2025-04-11,133.42
2025-04-15,136.41
2025-04-16,136.97
2025-04-17,137.14
2025-04-21,139.18
2025-04-22,138.16
2025-04-23,141.16
2025-04-24,141.52
2025-04-25,138.85
2025-04-28,142.07
2025-04-29,141.5
2025-04-30,140.08
2025-05-02,141.18
2025-05-05,142.08
2025-05-06,144.44
2025-05-07,146.0
2025-05-08,143.67
2025-05-09,142.78
2025-05-12,151.63
2025-05-13,149.43
2025-05-14,155.31
2025-05-15,157.35
2025-05-16,157.55
2025-05-19,157.57
2025-05-20,158.69
2025-05-21,161.64
2025-05-22,161.29
2025-05-23,162.97
2025-05-26,162.51
2025-05-27,161.66
2025-05-28,161.24
2025-05-29,163.12
2025-05-30,161.02
2025-06-02,159.04
2025-06-03,157.35
2025-06-04,158.18
2025-06-05,157.97
2025-06-06,157.49
