displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,3.68
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,10.88
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,10.89
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,58.16
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,9.22
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,2.74
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,2.74
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,20.25
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,174.93
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,2.74
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,2.74
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,2.74
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,73.10
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,73.10
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,3.60
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,175.06
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,3.19
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,58.16
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,3.60
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,2.74
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,9.22
