displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,148971.71,,,2020,Annual
Total Revenue ,TotalRevenue,148971.71,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,83650.85,,,2020,Annual
Gross Profit ,GrossProfit,65320.86,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,42411.15,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,8915.78,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),4679.58,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,4151.91,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,143809.27,,,2020,Annual
Operating Income ,OperatingIncome,5162.44,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-6782.11,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-4.36,,,2020,Annual
Other Net ,OtherNet,243.59,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,-1380.44,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,-2552.90,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,1172.46,,,2020,Annual
Minority Interest ,MinorityInterest,384.08,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,1556.54,,,2020,Annual
Net Income ,NetIncome,1556.54,,,2020,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-1991.80,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,1357.36,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,1357.36,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,1357.36,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1144.84,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,1.19,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.00,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,3.85,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
