displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,243959.17,,,2022,Annual
Total Revenue ,TotalRevenue,243959.17,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,116777.29,,,2022,Annual
Gross Profit ,GrossProfit,127181.88,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,54356.91,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,9109.88,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),214.63,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,7994.42,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,188453.13,,,2022,Annual
Operating Income ,OperatingIncome,55506.04,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-5579.91,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,126.16,,,2022,Annual
Other Net ,OtherNet,174.58,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,50226.87,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,8477.55,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,41749.32,,,2022,Annual
Minority Interest ,MinorityInterest,-1595.39,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,40153.93,,,2022,Annual
Net Income ,NetIncome,40153.93,,,2022,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-10.90,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,40152.84,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,40152.84,,,2022,Annual
Dilution Adjustment ,DilutionAdjustment,0.00,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,40152.84,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1209.09,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,33.21,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,5.10,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,33.27,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
