tickerId,companyName,remarks,boardMeetDate,purpose
S0003026,Tata Steel,,2025-05-12,Audited Results & Final Dividend
S0003026,Tata Steel,"Inter alia, to consider and approve issuance of unsecured Non-Convertible Debentures on private placement basis within the limits approved by the Board of Directors.",2025-02-14,Others
S0003026,Tata Steel,To consider other business matters.,2025-01-27,Quarterly Results & Others
S0003026,Tata Steel,To consider other business matters.,2024-11-06,Quarterly Results & Others
S0003026,Tata Steel,,2024-07-31,Quarterly Results
S0003026,Tata Steel,,2024-05-29,"Audited Results, Final Dividend & Others"
S0003026,Tata Steel,"inter-alia, to consider and approve the issuance of unsecured Non-Convertible Debentures on private placement basis.",2024-03-19,Others
S0003026,Tata Steel,,2024-01-24,Quarterly Results
S0003026,Tata Steel,,2023-11-01,Quarterly Results
S0003026,Tata Steel,,2023-07-24,Quarterly Results
S0003026,Tata Steel,,2023-05-02,Audited Results & Final Dividend
S0003026,Tata Steel,"Inter-alia, to consider and approve the issuance of unsecured Non-Convertible Debentures on private placement basis.",2023-02-20,Others
S0003026,Tata Steel,,2023-02-06,Quarterly Results
S0003026,Tata Steel,,2022-10-31,Quarterly Results
S0003026,Tata Steel,,2022-07-25,Quarterly Results
S0003026,Tata Steel,,2022-05-03,"Audited Results, Dividend & Stock split"
S0003026,Tata Steel,,2022-02-04,Quarterly Results
S0003026,Tata Steel,,2021-11-11,Quarterly Results
S0003026,Tata Steel,,2021-08-12,Quarterly Results
S0003026,Tata Steel,,2021-05-05,Audited Results & Final Dividend
S0003026,Tata Steel,,2021-02-09,Quarterly Results
