Age,CurrencyCode,Mean,High,Low,Median,StandardDeviation,SmartEstimate,NumEstimates
OneWeekAgo,INR,10,14,7,10,1,10,30
ThirtyDaysAgo,INR,10,14,6,10,2,9,30
SixtyDaysAgo,INR,10,14,6,10,2,9,29
NinetyDaysAgo,INR,10,14,6,10,2,9,30
OneWeekAgo,INR,13,17,9,13,2,13,29
ThirtyDaysAgo,INR,13,17,8,13,2,12,29
SixtyDaysAgo,INR,13,18,8,12,2,12,28
NinetyDaysAgo,INR,13,18,8,13,2,12,27
OneWeekAgo,INR,13,16,11,13,1,13,7
