rank,since,firstName,mI,lastName,age,title
1,NA,Thachat,Viswanath,Narendran,59,"{'startYear': '2017', 'startMonth': '10', 'startDay': '30', 'iD1': 'CEO', 'abbr1': 'CEO', 'iD2': 'MDR', 'abbr2': 'Mgng.Dir.', 'Value': 'Chief Executive Officer, Managing Director, Executive Director'}"
2,NA,Koushik,,Chatterjee,55,"{'startYear': '2017', 'startMonth': '11', 'startDay': '9', 'iD1': 'CFO', 'abbr1': 'CFO', 'iD2': 'EDR', 'abbr2': 'Exec. Dir.', 'Value': 'Chief Financial Officer, Executive Director'}"
3,01/12/2015,Parvatheesam,,Kanchinadham,,"{'startYear': '2019', 'startMonth': '', 'startDay': '', 'iD1': 'CCO', 'abbr1': 'Chief Comp.', 'iD2': 'SEC', 'abbr2': 'Secy.', 'Value': 'Company Secretary and Chief Legal Officer (Corporate and Compliance)'}"
