displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,84128.70
Revenue - trailing 12 month,revenueTrailing12Month),2185425.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,34205.10
EBITD - trailing 12 month,eBITDTrailing12Month,252984.50
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,34205.10
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,3.16
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,2185425.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,39869.20
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,84128.70
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,92842.70
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,252984.50
