displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,50226.87,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,9100.87,,,2022,Annual
Non- Cash Items ,Non-CashItems,6572.65,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-21519.40,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,44380.99,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-10522.20,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,-359.03,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-10881.23,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-5475.97,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-3020.12,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,325.74,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,-15230.74,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-23401.09,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,-23.79,,,2022,Annual
Net Changein Cash ,NetChangeinCash,10074.88,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,4686.67,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,11901.70,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
