Date,50 DMA
2024-06-06,164.1
2024-06-07,164.68
2024-06-10,165.29
2024-06-11,165.92
2024-06-12,166.56
2024-06-13,167.19
2024-06-14,167.82
2024-06-18,168.34
2024-06-19,168.8
2024-06-20,169.32
2024-06-21,169.74
2024-06-24,170.06
2024-06-25,170.28
2024-06-26,170.37
2024-06-27,170.52
2024-06-28,170.66
2024-07-01,170.79
2024-07-02,170.94
2024-07-03,171.15
2024-07-04,171.35
2024-07-05,171.49
2024-07-08,171.52
2024-07-09,171.53
2024-07-10,171.39
2024-07-11,171.29
2024-07-12,171.19
2024-07-15,171.02
2024-07-16,170.86
2024-07-18,170.68
2024-07-19,170.18
2024-07-22,169.79
2024-07-23,169.41
2024-07-24,169.05
2024-07-25,168.59
2024-07-26,168.36
2024-07-29,168.14
2024-07-30,167.98
2024-07-31,167.88
2024-08-01,167.69
2024-08-02,167.32
2024-08-05,166.63
2024-08-06,165.99
2024-08-07,165.52
2024-08-08,164.92
2024-08-09,164.4
2024-08-12,163.92
2024-08-13,163.33
2024-08-14,162.66
2024-08-16,162.14
2024-08-19,161.82
2024-08-20,161.51
2024-08-21,161.14
2024-08-22,160.86
2024-08-23,160.6
2024-08-26,160.41
2024-08-27,160.18
2024-08-28,159.93
2024-08-29,159.66
2024-08-30,159.39
2024-09-02,159.13
2024-09-03,158.86
2024-09-04,158.56
2024-09-05,158.29
2024-09-06,158.01
2024-09-09,157.68
2024-09-10,157.35
2024-09-11,156.99
2024-09-12,156.79
2024-09-13,156.66
2024-09-16,156.56
2024-09-17,156.41
2024-09-18,156.19
2024-09-19,155.93
2024-09-20,155.77
2024-09-23,155.7
2024-09-24,155.89
2024-09-25,156.12
2024-09-26,156.49
2024-09-27,156.89
2024-09-30,157.34
2024-10-01,157.72
2024-10-03,158.09
2024-10-04,158.43
2024-10-07,158.66
2024-10-08,158.69
2024-10-09,158.71
2024-10-10,158.75
2024-10-11,158.82
2024-10-14,158.8
2024-10-15,158.68
2024-10-16,158.54
2024-10-17,158.3
2024-10-18,158.19
2024-10-21,158.06
2024-10-22,157.76
2024-10-23,157.41
2024-10-24,157.08
2024-10-25,156.64
2024-10-28,156.35
2024-10-29,156.11
2024-10-30,155.83
2024-10-31,155.54
2024-11-01,155.32
2024-11-04,154.99
2024-11-05,154.88
2024-11-06,154.83
2024-11-07,154.68
2024-11-08,154.4
2024-11-11,154.03
2024-11-12,153.65
2024-11-13,153.08
2024-11-14,152.49
2024-11-18,152.04
2024-11-19,151.55
2024-11-21,151.11
2024-11-22,150.78
2024-11-25,150.5
2024-11-26,150.26
2024-11-27,150.04
2024-11-28,149.78
2024-11-29,149.57
2024-12-02,149.45
2024-12-03,149.34
2024-12-04,149.2
2024-12-05,149.12
2024-12-06,149.08
2024-12-09,149.11
2024-12-10,149.16
2024-12-11,149.22
2024-12-12,149.28
2024-12-13,149.27
2024-12-16,149.21
2024-12-17,149.07
2024-12-18,148.89
2024-12-19,148.67
2024-12-20,148.36
2024-12-23,148.09
2024-12-24,147.79
2024-12-26,147.5
2024-12-27,147.16
2024-12-30,146.76
2024-12-31,146.42
2025-01-01,146.04
2025-01-02,145.73
2025-01-03,145.44
2025-01-06,144.92
2025-01-07,144.47
2025-01-08,144.01
2025-01-09,143.45
2025-01-10,142.83
2025-01-13,142.04
2025-01-14,141.45
2025-01-15,140.87
2025-01-16,140.35
2025-01-17,139.96
2025-01-20,139.63
2025-01-21,139.24
2025-01-22,138.84
2025-01-23,138.51
2025-01-24,138.16
2025-01-27,137.7
2025-01-28,137.35
2025-01-29,137.09
2025-01-30,136.85
2025-01-31,136.77
2025-02-01,136.62
2025-02-03,136.43
2025-02-04,136.31
2025-02-05,136.24
2025-02-06,136.09
2025-02-07,136.18
2025-02-10,136.09
2025-02-11,135.86
2025-02-12,135.72
2025-02-13,135.74
2025-02-14,135.69
2025-02-17,135.64
2025-02-18,135.59
2025-02-19,135.6
2025-02-20,135.7
2025-02-21,135.89
2025-02-24,135.96
2025-02-25,136.01
2025-02-27,136.11
2025-02-28,136.15
2025-03-03,136.25
2025-03-04,136.37
2025-03-05,136.75
2025-03-06,137.29
2025-03-07,137.85
2025-03-10,138.37
2025-03-11,138.85
2025-03-12,139.3
2025-03-13,139.75
2025-03-17,140.23
2025-03-18,140.79
2025-03-19,141.49
2025-03-20,142.18
2025-03-21,142.77
2025-03-24,143.39
2025-03-25,143.91
2025-03-26,144.38
2025-03-27,144.81
2025-03-28,145.18
2025-04-01,145.49
2025-04-02,145.85
2025-04-03,146.16
2025-04-04,145.93
2025-04-07,145.28
2025-04-08,144.7
2025-04-09,144.01
2025-04-11,143.59
2025-04-15,143.31
2025-04-16,143.06
2025-04-17,142.83
2025-04-21,142.69
2025-04-22,142.51
2025-04-23,142.46
2025-04-24,142.42
2025-04-25,142.28
2025-04-28,142.27
2025-04-29,142.24
2025-04-30,142.16
2025-05-02,142.12
2025-05-05,142.12
2025-05-06,142.21
2025-05-07,142.36
2025-05-08,142.41
2025-05-09,142.42
2025-05-12,142.78
2025-05-13,143.04
2025-05-14,143.53
2025-05-15,144.07
2025-05-16,144.6
2025-05-19,145.11
2025-05-20,145.64
2025-05-21,146.27
2025-05-22,146.85
2025-05-23,147.49
2025-05-26,148.08
2025-05-27,148.61
2025-05-28,149.1
2025-05-29,149.65
2025-05-30,150.1
2025-06-02,150.45
2025-06-03,150.72
2025-06-04,151.01
2025-06-05,151.29
2025-06-06,151.53
