displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,9604.96,,,2025,Annual
Short Term Investments ,ShortTermInvestments,1898.79,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,11503.75,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,5260.06,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,5344.56,,,2025,Annual
Total Inventory ,TotalInventory,44589.94,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,6953.29,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,68391.54,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,173905.00,,,2025,Annual
Goodwill Net ,GoodwillNet,5958.53,,,2025,Annual
Intangibles Net ,IntangiblesNet,12672.88,,,2025,Annual
Long Term Investments ,LongTermInvestments,7413.80,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,3939.18,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,7113.87,,,2025,Annual
Total Assets ,TotalAssets,279394.80,,,2025,Annual
Accounts Payable ,AccountsPayable,29314.37,,,2025,Annual
Accrued Expenses ,AccruedExpenses,154.62,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,21416.53,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,35208.03,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,86093.55,,,2025,Annual
Long Term Debt ,LongTermDebt,68551.81,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,4832.71,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,73384.52,,,2025,Annual
Total Debt ,TotalDebt,94801.05,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,14430.15,,,2025,Annual
Minority Interest ,MinorityInterest,183.15,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,14133.80,,,2025,Annual
Total Liabilities ,TotalLiabilities,188225.17,,,2025,Annual
Common Stock Total ,CommonStockTotal,1247.44,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),89922.19,,,2025,Annual
Total Equity ,TotalEquity,91169.63,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,279394.80,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,1247.18,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,58.16,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
