tickerId,companyName,remarks,recordDate,xsDate,oldFaceValue,newFaceValue,sortDate
S0003026,Tata Steel,Stock split from Rs. 10/- to Re. 1/-.,2022-07-29,2022-07-28,10,1,2022-07-28
