CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-09T04:38:00,Actual,INR,56.94,2024-05-09T04:38:00,-1.28,57.68,-0.48,33,,,,,,
3,2025,2025,2025-05-08T05:57:00,Actual,INR,42.05,2025-05-08T05:57:00,-4.55,44.05,-1.0,33,,,,,,
3,2026,2026,,Estimate,INR,,,,,,33,45.0,50.0,42.0,45.0,1.0,45.0
3,2027,2027,,Estimate,INR,,,,,,33,51.0,59.0,45.0,51.0,3.0,50.0
3,2028,2028,,Estimate,INR,,,,,,13,55.0,64.0,49.0,55.0,4.0,55.0
