companyDescription,mgIndustry,isInId,exchangeCodeBse,exchangeCodeNse
"Asian Paints Limited is an India-based company, which is engaged in the business of manufacturing, selling and distribution of paints, coatings, products related to home decor, bath fittings and providing related services. The Company operates through the Paints and Home Decor segment. The Company manufactures paints, varnishes, enamels, and thinners. It also manufactures organic and inorganic chemical compounds; metal sanitary ware such as bath, sinks, washbasins and similar articles and cosmetics and toiletries. Its Home Decor business offers modular kitchens and wardrobes, bath fittings and sanitaryware, decorative lightnings, unplasticized polyvinyl chloride (uPVC) windows and doors, wall coverings, furniture, furnishing, and rugs. It offers a range of services, such as interior design service, safe painting service, wood solutions, waterproofing solutions, color consultancy online and contractor finder services.",Chemical Manufacturing,INE021A01026,500820,ASIANPAINT
