displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,51030.70
Revenue - trailing 12 month,revenueTrailing12Month),339056.20
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,36672.30
EBITD - trailing 12 month,eBITDTrailing12Month,60062.10
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,36672.30
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,40.90
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,339056.20
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,39272.33
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,51030.70
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,54607.30
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,60079.90
