displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Net Income/ Starting Line ,NetIncome/StartingLine,4187.72,,,2022,Annual
Depreciation/ Depletion ,Depreciation/Depletion,816.36,,,2022,Annual
Non- Cash Items ,Non-CashItems,-46.68,,,2022,Annual
Changesin Working Capital ,ChangesinWorkingCapital,-3970.91,,,2022,Annual
Cashfrom Operating Activities ,CashfromOperatingActivities,986.49,,,2022,Annual
Capital Expenditures ,CapitalExpenditures,-550.70,,,2022,Annual
Other Investing Cash Flow Items Total ,OtherInvestingCashFlowItemsTotal,229.01,,,2022,Annual
Cashfrom Investing Activities ,CashfromInvestingActivities,-321.69,,,2022,Annual
Financing Cash Flow Items ,FinancingCashFlowItems,-73.12,,,2022,Annual
Total Cash Dividends Paid ,TotalCashDividendsPaid,-1762.80,,,2022,Annual
Issuance( Retirement)of Stock Net ,Issuance(Retirement)ofStockNet,-74.95,,,2022,Annual
Issuance( Retirement)of Debt Net ,Issuance(Retirement)ofDebtNet,103.26,,,2022,Annual
Cashfrom Financing Activities ,CashfromFinancingActivities,-1807.61,,,2022,Annual
Foreign Exchange Effects ,ForeignExchangeEffects,4.94,,,2022,Annual
Net Changein Cash ,NetChangeinCash,-1137.87,,,2022,Annual
Cash Interest Paid ,CashInterestPaid,93.56,,,2022,Annual
Cash Taxes Paid ,CashTaxesPaid,1175.69,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
