displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,662.94,,,2024,Annual
Cash Equivalents ,CashEquivalents,166.40,,,2024,Annual
Short Term Investments ,ShortTermInvestments,4602.52,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,5431.86,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4927.12,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,6109.16,,,2024,Annual
Total Inventory ,TotalInventory,5923.41,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,72.63,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,17537.06,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,10108.17,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3805.70,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,9000.84,,,2024,Annual
Goodwill Net ,GoodwillNet,419.19,,,2024,Annual
Intangibles Net ,IntangiblesNet,424.96,,,2024,Annual
Long Term Investments ,LongTermInvestments,1631.46,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,608.43,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,302.15,,,2024,Annual
Total Assets ,TotalAssets,29924.09,,,2024,Annual
Accounts Payable ,AccountsPayable,3831.34,,,2024,Annual
Accrued Expenses ,AccruedExpenses,331.24,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,1052.76,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,271.95,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,3013.67,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,8500.96,,,2024,Annual
Long Term Debt ,LongTermDebt,54.38,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,1095.29,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,1149.67,,,2024,Annual
Total Debt ,TotalDebt,2474.38,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,352.17,,,2024,Annual
Minority Interest ,MinorityInterest,695.38,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,497.61,,,2024,Annual
Total Liabilities ,TotalLiabilities,11195.79,,,2024,Annual
Common Stock Total ,CommonStockTotal,95.92,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),18874.04,,,2024,Annual
Treasury Stock- Common ,TreasuryStock-Common,-110.19,,,2024,Annual
Other Equity Total ,OtherEquityTotal,-131.47,,,2024,Annual
Total Equity ,TotalEquity,18728.30,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,29924.09,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,95.88,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,186.52,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
