displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,464.72,,,2023,Annual
Cash Equivalents ,CashEquivalents,58.38,,,2023,Annual
Short Term Investments ,ShortTermInvestments,4116.79,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4639.89,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,4647.19,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,5595.89,,,2023,Annual
Total Inventory ,TotalInventory,6210.64,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,88.74,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,16535.16,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,8690.70,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-3336.13,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,6374.16,,,2023,Annual
Goodwill Net ,GoodwillNet,228.48,,,2023,Annual
Intangibles Net ,IntangiblesNet,187.41,,,2023,Annual
Long Term Investments ,LongTermInvestments,1570.11,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,633.07,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,269.61,,,2023,Annual
Total Assets ,TotalAssets,25798.00,,,2023,Annual
Accounts Payable ,AccountsPayable,3635.44,,,2023,Annual
Accrued Expenses ,AccruedExpenses,313.52,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,896.06,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,231.47,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2819.44,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7895.93,,,2023,Annual
Long Term Debt ,LongTermDebt,76.15,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,728.94,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,805.09,,,2023,Annual
Total Debt ,TotalDebt,1932.62,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,334.84,,,2023,Annual
Minority Interest ,MinorityInterest,453.66,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,316.25,,,2023,Annual
Total Liabilities ,TotalLiabilities,9805.77,,,2023,Annual
Common Stock Total ,CommonStockTotal,95.92,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),16176.92,,,2023,Annual
Treasury Stock- Common ,TreasuryStock-Common,-110.89,,,2023,Annual
Other Equity Total ,OtherEquityTotal,-169.72,,,2023,Annual
Total Equity ,TotalEquity,15992.23,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,25798.00,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,95.92,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,162.39,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
