displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash ,Cash,559.01,,,2022,Annual
Cash Equivalents ,CashEquivalents,62.71,,,2022,Annual
Short Term Investments ,ShortTermInvestments,3420.50,,,2022,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4042.22,,,2022,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3875.50,,,2022,Annual
Total Receivables Net ,TotalReceivablesNet,4909.63,,,2022,Annual
Total Inventory ,TotalInventory,6152.98,,,2022,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,47.50,,,2022,Annual
Total Current Assets ,TotalCurrentAssets,15152.33,,,2022,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,7902.61,,,2022,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-2812.40,,,2022,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5516.64,,,2022,Annual
Goodwill Net ,GoodwillNet,242.86,,,2022,Annual
Intangibles Net ,IntangiblesNet,185.99,,,2022,Annual
Long Term Investments ,LongTermInvestments,1119.83,,,2022,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,556.58,,,2022,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,210.22,,,2022,Annual
Total Assets ,TotalAssets,22984.45,,,2022,Annual
Accounts Payable ,AccountsPayable,4164.30,,,2022,Annual
Accrued Expenses ,AccruedExpenses,263.64,,,2022,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,731.12,,,2022,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,212.85,,,2022,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,2199.08,,,2022,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7570.99,,,2022,Annual
Long Term Debt ,LongTermDebt,44.54,,,2022,Annual
Capital Lease Obligations ,CapitalLeaseObligations,598.37,,,2022,Annual
Total Long Term Debt ,TotalLongTermDebt,642.91,,,2022,Annual
Total Debt ,TotalDebt,1586.88,,,2022,Annual
Deferred Income Tax ,DeferredIncomeTax,348.85,,,2022,Annual
Minority Interest ,MinorityInterest,387.53,,,2022,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,222.61,,,2022,Annual
Total Liabilities ,TotalLiabilities,9172.89,,,2022,Annual
Common Stock Total ,CommonStockTotal,95.92,,,2022,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),13988.76,,,2022,Annual
Treasury Stock- Common ,TreasuryStock-Common,-75,,,2022,Annual
Other Equity Total ,OtherEquityTotal,-198.12,,,2022,Annual
Total Equity ,TotalEquity,13811.56,,,2022,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,22984.45,,,2022,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,95.92,,,2022,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,139.52,,,2022,Annual
period Length ,periodLength,0.00,,,2022,Annual
