displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,226.30,,,2023,Annual
Short Term Investments ,ShortTermInvestments,4243.50,,,2023,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,4469.80,,,2023,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,2719.47,,,2023,Annual
Total Receivables Net ,TotalReceivablesNet,2802.51,,,2023,Annual
Total Inventory ,TotalInventory,1914.97,,,2023,Annual
Prepaid Expenses ,PrepaidExpenses,51.55,,,2023,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,196.50,,,2023,Annual
Total Current Assets ,TotalCurrentAssets,9435.33,,,2023,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,11298.26,,,2023,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-5657.55,,,2023,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5762.79,,,2023,Annual
Intangibles Net ,IntangiblesNet,850.12,,,2023,Annual
Long Term Investments ,LongTermInvestments,7425.17,,,2023,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,433.69,,,2023,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,9.93,,,2023,Annual
Total Assets ,TotalAssets,23917.03,,,2023,Annual
Accounts Payable ,AccountsPayable,4760.14,,,2023,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,293.15,,,2023,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,34.63,,,2023,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,924.70,,,2023,Annual
Total Current Liabilities ,TotalCurrentLiabilities,6012.62,,,2023,Annual
Long Term Debt ,LongTermDebt,20.09,,,2023,Annual
Capital Lease Obligations ,CapitalLeaseObligations,219.67,,,2023,Annual
Total Long Term Debt ,TotalLongTermDebt,239.76,,,2023,Annual
Total Debt ,TotalDebt,567.54,,,2023,Annual
Deferred Income Tax ,DeferredIncomeTax,485.79,,,2023,Annual
Minority Interest ,MinorityInterest,125.06,,,2023,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,398.23,,,2023,Annual
Total Liabilities ,TotalLiabilities,7261.46,,,2023,Annual
Common Stock Total ,CommonStockTotal,39.97,,,2023,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,49.22,,,2023,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),16574.76,,,2023,Annual
Other Equity Total ,OtherEquityTotal,-8.38,,,2023,Annual
Total Equity ,TotalEquity,16655.57,,,2023,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,23917.03,,,2023,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,19.98,,,2023,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,790.91,,,2023,Annual
period Length ,periodLength,0.00,,,2023,Annual
