displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Cash ,Cash,190.53,,,2025,Annual
Cash Equivalents ,CashEquivalents,383.55,,,2025,Annual
Short Term Investments ,ShortTermInvestments,6777.58,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,7351.66,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,3381.29,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,3606.48,,,2025,Annual
Total Inventory ,TotalInventory,2013.34,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,462.41,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,13433.89,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,5807.89,,,2025,Annual
Intangibles Net ,IntangiblesNet,962.27,,,2025,Annual
Long Term Investments ,LongTermInvestments,7795.36,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,279.36,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,111.55,,,2025,Annual
Total Assets ,TotalAssets,28390.32,,,2025,Annual
Accounts Payable ,AccountsPayable,5699.66,,,2025,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,456.76,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,46.96,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,1272.60,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,7475.98,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,196.21,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,196.21,,,2025,Annual
Total Debt ,TotalDebt,699.93,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,674.92,,,2025,Annual
Minority Interest ,MinorityInterest,132.05,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,639.12,,,2025,Annual
Total Liabilities ,TotalLiabilities,9118.28,,,2025,Annual
Common Stock Total ,CommonStockTotal,40.00,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),19232.04,,,2025,Annual
Total Equity ,TotalEquity,19272.04,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,28390.32,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,20.00,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,915.42,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
