displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,12.51
Gross Margin - 5 year average,grossMargin5YearAverage,31.05
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),12.51
Operating Margin - 5 year average,operatingMargin5YearAverage,11.05
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,10.69
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,34.24
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,10.69
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,9.33
Pretax Margin - 5 year average,pretaxMargin5YearAverage,12.57
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,1.57
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,14.50
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,14.50
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,1.92
Gross Margin - trailing 12 month,grossMarginTrailing12Month,34.24
