CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-05-08T05:20:00,Actual,INR,195.03,2024-05-08T05:20:00,-4.01,203.18,-1.63,8,,,,,,
3,2025,2025,2025-05-13T05:05:00,Actual,INR,218.69,2025-05-13T05:05:00,-5.38,231.12,-1.51,8,,,,,,
3,2026,2026,,Estimate,INR,,,,,,10,246.0,267.0,225.0,244.0,11.0,247.0
3,2027,2027,,Estimate,INR,,,,,,10,262.0,285.0,238.0,259.0,14.0,263.0
3,2028,2028,,Estimate,INR,,,,,,5,272.0,295.0,253.0,266.0,14.0,272.0
