displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,113.00
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,259.64
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,259.74
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,915.42
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,367.55
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,218.61
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,218.69
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,296.86
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,2043.21
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,218.61
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,218.96
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,218.96
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,963.53
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,963.53
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,165.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,2043.98
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,218.69
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,915.42
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,165.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,218.69
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,367.55
