tickerId,companyName,remarks,boardMeetDate,purpose
S0003088,Hero Motocorp,,2025-05-13,Audited Results & Final Dividend
S0003088,Hero Motocorp,,2025-02-06,Quarterly Results & Interim Dividend
S0003088,Hero Motocorp,,2024-11-14,Quarterly Results
S0003088,Hero Motocorp,,2024-08-13,Quarterly Results
S0003088,Hero Motocorp,,2024-05-08,Audited Results & Final Dividend
S0003088,Hero Motocorp,,2024-02-09,Quarterly Results & Interim Dividend
S0003088,Hero Motocorp,,2023-11-01,Quarterly Results
S0003088,Hero Motocorp,,2023-08-10,Quarterly Results
S0003088,Hero Motocorp,,2023-05-04,Audited Results & Final Dividend
S0003088,Hero Motocorp,,2023-02-07,Quarterly Results & Interim Dividend
S0003088,Hero Motocorp,,2022-11-03,Quarterly Results
S0003088,Hero Motocorp,,2022-08-12,Quarterly Results
S0003088,Hero Motocorp,,2022-05-03,Audited Results & Final Dividend
S0003088,Hero Motocorp,,2022-02-10,Quarterly Results
S0003088,Hero Motocorp,,2021-11-12,Quarterly Results
S0003088,Hero Motocorp,,2021-08-12,Quarterly Results
S0003088,Hero Motocorp,,2021-05-06,Audited Results & Final Dividend
S0003088,Hero Motocorp,,2021-02-04,Quarterly Results & Interim Dividend
