title,link,date
"Announcement under Regulation 30 (LODR)-Press Release / Media Release 23h - LTIMindtree opens Digital Innovation Hub in Cyprus with Eurobank, Fairfax to boost EU digital finance solutions.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=05e72177-b170-4f5e-ba0d-b0ef66ced2ff.pdf,"23h - LTIMindtree opens Digital Innovation Hub in Cyprus with Eurobank, Fairfax to boost EU digital finance solutions."
Announcement under Regulation 30 (LODR)-Press Release / Media Release 12 May - LTIMindtree secures $450M seven-year AI-driven deal with global agribusiness leader.,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1ff00185-ba5b-4146-adab-26ee625f45a1.pdf,12 May - LTIMindtree secures $450M seven-year AI-driven deal with global agribusiness leader.
"Compliances-Reg.24(A)-Annual Secretarial Compliance 9 May - Annual Secretarial Compliance Report filed for year ended March 31, 2025.",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57f96ef7-3198-40bb-a668-093c060a6f84.pdf,"9 May - Annual Secretarial Compliance Report filed for year ended March 31, 2025."
Announcement under Regulation 30 (LODR)-Newspaper Publication 8 May,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0af2bdd2-da41-49d1-9c1d-19bc73bc3714.pdf,8 May
Reg. 34 (1) Annual Report. 7 May,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=919c9c5e-bb32-4251-abe5-f63194fa8c73.pdf,7 May
