displayName,key,value
Operating margin - trailing 12 month,operatingMarginTrailing12Month,24.35
Gross Margin - 5 year average,grossMargin5YearAverage,98.16
Operating margin - 1st historical fiscal year,operatingMargin1stHistoricalFiscalYear),24.35
Operating Margin - 5 year average,operatingMargin5YearAverage,24.55
Net Profit Margin % - 1st historical fiscal year,netProfitMarginPercent1stHistoricalFiscalYear,19.11
Gross Margin - 1st historical fiscal year,grossMargin1stHistoricalFiscalYear,95.44
Net Profit Margin % - trailing 12 month,netProfitMarginPercentTrailing12Month,19.11
Net Profit Margin - 5 year average,netProfitMargin5YearAverage,19.32
Pretax Margin - 5 year average,pretaxMargin5YearAverage,25.95
"Free Operating Cash Flow/Revenue, TTM",freeOperatingCashFlowPerRevenueTTM,-0.37
Pretax margin - 1st historical fiscal year,pretaxMargin1stHistoricalFiscalYear,25.59
Pretax margin - trailing 12 month,pretaxMarginTrailing12Month,25.59
"Free Operating Cash Flow/Revenue, 5 Year Average",freeOperatingCashFlowPerRevenue5YearAverage,5.71
Gross Margin - trailing 12 month,grossMarginTrailing12Month,95.44
