displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,653310.00
Revenue - trailing 12 month,revenueTrailing12Month),2553240.00
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,485530.00
EBITD - trailing 12 month,eBITDTrailing12Month,674100.00
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,485530.00
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,134.12
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,2553240.00
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,485268.60
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,653310.00
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,652960.00
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,674100.00
