displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,46.50
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,802609.90
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,4221889.00
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,47.58
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,31.89
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,4.04
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,47.58
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,31.89
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,51.65
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),51.65
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,4199553.00
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,29.63
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,806878.80
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,52.42
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,4.04
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,1.67
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,1.67
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),52.42
Return on investment - 5 year average,returnOnInvestment5YearAverage,42.27
