displayName,key,value
"P/E excluding extraordinary items, most recent fiscal year",pPerEExcludingExtraordinaryItemsMostRecentFiscalYear,25.12
"Current Dividend Yield - Common Stock Primary Issue, LTM",currentDividendYieldCommonStockPrimaryIssueLTM,1.78
Price to Book - most recent fiscal year,priceToBookMostRecentFiscalYear,12.87
Price to Free Cash Flow per Share - trailing 12 months,priceToFreeCashFlowPerShareTrailing12Months,
P/E Basic excluding extraordinary items - TTM,pPerEBasicExcludingExtraordinaryItemsTTM,26.87
P/E including extraordinary items - TTM,pPerEIncludingExtraordinaryItemsTTM,25.12
"P/E excluding extraordinary items low, trailing 12 months",pPerEExcludingExtraordinaryItemsLowTrailing12Months,24.03
Price to Tangible Book - most fiscal year,priceToTangibleBookMostFiscalYear,13.26
Dividend Yield - 5 Year Average,dividendYield5YearAverage,1.42
Price to sales - most recent fiscal year,priceToSalesMostRecentFiscalYear,4.78
"Net Debt, LFI",netDebtLFI,-342480
Price to Tangible Book - most recent quarter,priceToTangibleBookMostRecentQuarter,13.26
Price to Book - most recent quarter,priceToBookMostRecentQuarter,12.87
Dividend Yield - indicated annual dividend divided by closing price,dividendYieldIndicatedAnnualDividendDividedByClosingprice,1.78
Price to Cash Flow per share - trailing 12 month,priceToCashFlowPerShareTrailing12Month,22.57
Price to Free Cash Flow per Share - most recent fiscal year,priceToFreeCashFlowPerShareMostRecentFiscalYear,
"P/E Normalized, most recent fiscal year",pPerENormalizedMostRecentFiscalYear,25.13
"P/E excluding extraordinary items high, trailing 12 months",pPerExcludingExtraordinaryItemsHighTrailing12Months,36.80
"P/E excluding extraordinary items, most recent fiscal year quarter",pPerEExcludingExtraordinaryItemsMostRecentFiscalYearQuarter,25.12
Price to sales - trailing 12 month,priceToSalesTrailing12Month,4.78
"Net Debt, LFY",netDebtLFY,-342480
