tickerId,companyName,remarks,boardMeetDate,purpose
S0003051,Tata Consultancy Services,,2025-04-10,Audited Results & Final Dividend
S0003051,Tata Consultancy Services,,2025-01-09,Quarterly Results & 3rd Interim Dividend
S0003051,Tata Consultancy Services,,2024-10-10,Quarterly Results & 2nd Interim Dividend
S0003051,Tata Consultancy Services,,2024-07-11,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2024-04-12,Audited Results & Final Dividend
S0003051,Tata Consultancy Services,,2024-01-11,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2023-10-11,"Qtr Results, Interim Dividend & Buy Back"
S0003051,Tata Consultancy Services,,2023-07-12,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2023-04-12,Audited Results & Final Dividend
S0003051,Tata Consultancy Services,,2023-01-09,Quarterly Results & 3rd Interim Dividend
S0003051,Tata Consultancy Services,,2022-10-10,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2022-07-08,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2022-04-11,Audited Results & Final Dividend
S0003051,Tata Consultancy Services,,2022-01-12,"Qtr Results, Interim Dividend & Buy Back"
S0003051,Tata Consultancy Services,,2021-10-08,Quarterly Results & 2nd Interim Dividend
S0003051,Tata Consultancy Services,,2021-07-08,Quarterly Results & Interim Dividend
S0003051,Tata Consultancy Services,,2021-04-12,Audited Results & Final Dividend
S0003051,Tata Consultancy Services,,2021-01-08,Quarterly Results & 3rd Interim Dividend
