displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,48.80
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,149.36
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,-2.64
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,149.36
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,254.16
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,120.62
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,134.20
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,134.20
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,186.31
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,705.69
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,134.20
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,134.20
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,134.20
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,261.90
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,261.90
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,60.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,705.69
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,134.12
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,254.16
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,60.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,134.20
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,120.62
