tickerId,companyName,remarks,recordDate,xdDate,interimOrFinal,instrumentType,value,percentage,dateOfAnnouncement,bookClosureStartDate,bookClosureEndDate,sortDate
S0003051,Tata Consultancy Services,Rs.30.0000 per share(3000%)Final Dividend,2025-06-04,2025-06-04,Final,5,30,3000,2025-04-11,,,2025-06-04
S0003051,Tata Consultancy Services,Rs.10.0000 per share(1000%)Third Interim Dividend,2025-01-17,2025-01-17,Interim,5,10,1000,2024-12-31,,,2025-01-17
S0003051,Tata Consultancy Services,Rs.66.0000 per share(6600%)Special Dividend,2025-01-17,2025-01-17,Special,5,66,6600,2025-01-09,,,2025-01-17
S0003051,Tata Consultancy Services,Rs.10.0000 per share(1000%)Second Interim Dividend,2024-10-18,2024-10-18,Interim,5,10,1000,2024-09-30,,,2024-10-18
S0003051,Tata Consultancy Services,Rs.10.0000 per share(1000%)Interim Dividend,2024-07-20,2024-07-19,Interim,5,10,1000,2024-06-28,,,2024-07-19
S0003051,Tata Consultancy Services,Rs.28.0000 per share(2800%)Final Dividend,2024-05-16,2024-05-16,Final,5,28,2800,2024-04-12,,,2024-05-16
S0003051,Tata Consultancy Services,Rs.9.0000 per share(900%)Third Interim Dividend,2024-01-19,2024-01-19,Interim,5,9,900,2023-12-29,,,2024-01-19
S0003051,Tata Consultancy Services,Rs.18.0000 per share(1800%)Special Dividend,2024-01-19,2024-01-19,Special,5,18,1800,2024-01-11,,,2024-01-19
S0003051,Tata Consultancy Services,Rs.9.0000 per share(900%)Second Interim Dividend,2023-10-19,2023-10-19,Interim,5,9,900,2023-09-29,,,2023-10-19
S0003051,Tata Consultancy Services,Rs.9.0000 per share(900%)Interim Dividend,2023-07-20,2023-07-20,Interim,5,9,900,2023-06-30,,,2023-07-20
S0003051,Tata Consultancy Services,Rs.24.0000 per share(2400%)Final Dividend,2023-06-15,2023-06-15,Final,5,24,2400,2023-04-12,,,2023-06-15
S0003051,Tata Consultancy Services,Rs.8.0000 per share(800%)Third Interim Dividend,2023-01-17,2023-01-16,Interim,5,8,800,2022-12-30,,,2023-01-16
S0003051,Tata Consultancy Services,Rs.67.0000 per share(6700%)Special Dividend,2023-01-17,2023-01-16,Special,5,67,6700,2023-01-09,,,2023-01-16
S0003051,Tata Consultancy Services,Rs.8.0000 per share (800%) Second Interim Dividend,2022-10-18,2022-10-17,Interim,5,8,800,2022-10-10,,,2022-10-17
S0003051,Tata Consultancy Services,Rs.8.0000 per share(800%)Interim Dividend,2022-07-16,2022-07-14,Interim,5,8,800,2022-06-30,,,2022-07-14
S0003051,Tata Consultancy Services,Rs.22.0000 per share(2200%)Final Dividend,2022-05-26,2022-05-25,Final,5,22,2200,2022-04-11,,,2022-05-25
S0003051,Tata Consultancy Services,Rs.7.0000 per share (700%) Third Interim Dividend,2022-01-20,2022-01-19,Interim,5,7,700,2021-12-31,,,2022-01-19
S0003051,Tata Consultancy Services,Rs.7.0000 per share(700%)Second Interim Dividend,2021-10-19,2021-10-14,Interim,5,7,700,2021-09-30,,,2021-10-14
S0003051,Tata Consultancy Services,Rs.7.0000 per share(700%)Interim Dividend,2021-07-16,2021-07-15,Interim,5,7,700,2021-06-30,,,2021-07-15
S0003051,Tata Consultancy Services,Rs.15.0000 per share(1500%)Final Dividend,2021-05-27,2021-05-25,Final,5,15,1500,2021-04-12,,,2021-05-25
