CalendarMonth,CalendarYear,FiscalYear,ActualReportDate,Type,CurrencyCode,Reported,ReportedDate,SurprisePercent,SurpriseMean,SUE,NumEstimates,Mean,High,Low,Median,StandardDeviation,SmartEstimate
3,2024,2024,2024-04-12T06:13:00,Actual,INR,125.88,2024-04-12T06:13:00,-0.4,126.38,-0.47,40,,,,,,
3,2025,2025,2025-04-10T06:36:00,Actual,INR,134.19,2025-04-10T06:36:00,-1.04,135.6,-1.57,42,,,,,,
3,2026,2026,,Estimate,INR,,,,,,43,142.0,152.0,134.0,143.0,3.0,141.0
3,2027,2027,,Estimate,INR,,,,,,43,156.0,169.0,145.0,156.0,5.0,154.0
3,2028,2028,,Estimate,INR,,,,,,19,168.0,177.0,156.0,169.0,6.0,168.0
