tickerId,companyName,remarks,dateOfAnnouncement,recordDate,agmDate,purpose
S0003068,Power Grid Corporation Of India,,2024-07-31,,2024-08-22,AGM
S0003068,Power Grid Corporation Of India,,2023-08-06,,2023-08-30,AGM
S0003068,Power Grid Corporation Of India,,2022-08-05,,2022-08-29,AGM
S0003068,Power Grid Corporation Of India,,2021-06-25,,2021-07-20,EGM
