displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,10077.24,,,2025,Annual
Short Term Investments ,ShortTermInvestments,9144.11,,,2025,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,19221.35,,,2025,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,7964.75,,,2025,Annual
Total Receivables Net ,TotalReceivablesNet,8098.71,,,2025,Annual
Total Inventory ,TotalInventory,1802.52,,,2025,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,376.68,,,2025,Annual
Total Current Assets ,TotalCurrentAssets,29499.26,,,2025,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,204154.37,,,2025,Annual
Intangibles Net ,IntangiblesNet,1750.87,,,2025,Annual
Long Term Investments ,LongTermInvestments,12905.69,,,2025,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,626.74,,,2025,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,17170.26,,,2025,Annual
Total Assets ,TotalAssets,266107.19,,,2025,Annual
Accounts Payable ,AccountsPayable,620.44,,,2025,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,21120.17,,,2025,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,18504.51,,,2025,Annual
Total Current Liabilities ,TotalCurrentLiabilities,40245.12,,,2025,Annual
Long Term Debt ,LongTermDebt,109857.95,,,2025,Annual
Capital Lease Obligations ,CapitalLeaseObligations,52.09,,,2025,Annual
Total Long Term Debt ,TotalLongTermDebt,109910.04,,,2025,Annual
Total Debt ,TotalDebt,131030.21,,,2025,Annual
Deferred Income Tax ,DeferredIncomeTax,10705.42,,,2025,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,12583.80,,,2025,Annual
Total Liabilities ,TotalLiabilities,173444.38,,,2025,Annual
Common Stock Total ,CommonStockTotal,9300.60,,,2025,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),83362.21,,,2025,Annual
Total Equity ,TotalEquity,92662.81,,,2025,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,266107.19,,,2025,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,930.06,,,2025,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,97.75,,,2025,Annual
period Length ,periodLength,0.00,,,2025,Annual
