displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,19.08
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,6.89
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,5.90
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,3.73
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,6.89
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,5.90
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,5.93
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,17.26
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,4.63
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.18
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.18
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),17.26
Return on investment - 5 year average,returnOnInvestment5YearAverage,6.84
