displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Cash Equivalents ,CashEquivalents,3463.95,,,2024,Annual
Short Term Investments ,ShortTermInvestments,4606.21,,,2024,Annual
Cashand Short Term Investments ,CashandShortTermInvestments,8070.16,,,2024,Annual
Accounts Receivable- Trade Net ,AccountsReceivable-TradeNet,15867.38,,,2024,Annual
Total Receivables Net ,TotalReceivablesNet,16463.99,,,2024,Annual
Total Inventory ,TotalInventory,1417.53,,,2024,Annual
Other Current Assets Total ,OtherCurrentAssetsTotal,1100.87,,,2024,Annual
Total Current Assets ,TotalCurrentAssets,27052.55,,,2024,Annual
Property/ Plant/ Equipment Total- Gross ,Property/Plant/EquipmentTotal-Gross,273444.26,,,2024,Annual
Accumulated Depreciation Total ,AccumulatedDepreciationTotal,-97221.75,,,2024,Annual
Property/ Plant/ Equipment Total- Net ,Property/Plant/EquipmentTotal-Net,194304.24,,,2024,Annual
Intangibles Net ,IntangiblesNet,1653.80,,,2024,Annual
Long Term Investments ,LongTermInvestments,3719.92,,,2024,Annual
Note Receivable- Long Term ,NoteReceivable-LongTerm,9883.60,,,2024,Annual
Other Long Term Assets Total ,OtherLongTermAssetsTotal,14276.41,,,2024,Annual
Total Assets ,TotalAssets,250890.52,,,2024,Annual
Accounts Payable ,AccountsPayable,371.36,,,2024,Annual
Accrued Expenses ,AccruedExpenses,3574.81,,,2024,Annual
Notes Payable/ Short Term Debt ,NotesPayable/ShortTermDebt,0.00,,,2024,Annual
Current Portof LT Debt/ Capital Leases ,CurrentPortofLTDebt/CapitalLeases,18386.69,,,2024,Annual
Other Currentliabilities Total ,OtherCurrentliabilitiesTotal,12087.96,,,2024,Annual
Total Current Liabilities ,TotalCurrentLiabilities,34420.82,,,2024,Annual
Long Term Debt ,LongTermDebt,105066.95,,,2024,Annual
Capital Lease Obligations ,CapitalLeaseObligations,62.57,,,2024,Annual
Total Long Term Debt ,TotalLongTermDebt,105129.52,,,2024,Annual
Total Debt ,TotalDebt,123516.21,,,2024,Annual
Deferred Income Tax ,DeferredIncomeTax,10236.93,,,2024,Annual
Other Liabilities Total ,OtherLiabilitiesTotal,13958.14,,,2024,Annual
Total Liabilities ,TotalLiabilities,163745.41,,,2024,Annual
Common Stock Total ,CommonStockTotal,9300.60,,,2024,Annual
Additional Paid- In Capital ,AdditionalPaid-InCapital,5509.28,,,2024,Annual
Retained Earnings( Accumulated Deficit) ,RetainedEarnings(AccumulatedDeficit),72162.55,,,2024,Annual
Other Equity Total ,OtherEquityTotal,172.68,,,2024,Annual
Total Equity ,TotalEquity,87145.11,,,2024,Annual
Total Liabilities Shareholders' Equity ,TotalLiabilitiesShareholders'Equity,250890.52,,,2024,Annual
Total Common Shares Outstanding ,TotalCommonSharesOutstanding,930.06,,,2024,Annual
Tangible Book Valueper Share Common Eq ,TangibleBookValueperShareCommonEq,91.92,,,2024,Annual
period Length ,periodLength,0.00,,,2024,Annual
