displayName,key,value
Dividend Per Share - 5 year average,dividendperShare5YearAverage,9.49
Cash Flow per share  - trailing 12 month,cashFlowPerShareTrailing12Month,30.16
Free Cash Flow per share - trailing 12 month,freeCashFlowpersharetrailing12month,
Cash Flow per share - most recent fiscal year,cashflowPerShareMostRecentFiscalYear,29.72
Book value (tangible) per share - most recent quarter,bookValueTangibleperSharemostRecentQuarter,97.75
Cash per share - most recent quarter,cashPerShareMostRecentQuarter,20.67
EPS including extraordinary items - trailing 12 month,ePSIncludingExtraOrdinaryItemsTrailing12Month,16.63
EPS including extraordinary items - most recent fiscal year,ePSIncludingExtraordinaryItemsMostRecentFiscalYear,16.39
EBITD per share - trailing 12 month,eBITDPerShareTrailing12Month,41.86
Revenue/share - trailing 12 month,rRevenuePerShareTrailing12onth,49.07
EPS excluding extraordinary items - trailing 12 month,eEPSExcludingExtraordinaryIitemsTrailing12onth,16.63
EPS Basic excluding extraordinary items - most recent fiscal year,ePSBasicExcludingExtraordinaryItemsMostRecentFiscalYear,16.69
EPS Basic excluding extraordinary items - trailing 12 month,ePSBasicExcludingExtraordinaryItemsItrailing12Month,16.69
Book value per share - most recent fiscal year,bookValuePerShare MostRecentFiscalYear,99.63
Book value per share - most recent quarter,bookValuePerShareMostRecentQuarter,99.63
Dividend per share - most recent fiscal year,dividendPerShare MostRecentFiscalYear,9.00
Revenue/share - most recent fiscal year,revenuePerShareMostRecentFiscalYear,48.35
EPS Normalized - most recent fiscal year,ePSNormalizedMostRecentFiscalYear,16.39
Book value (tangible) per share - most recent fiscal year,bookValuePerShareMostRecentFiscalYear,97.75
Dividends per share - trailing 12 month,dividendsPerShareTrailing12Month,9.00
EPS excluding extraordinary items - most recent fiscal year,eEPSExcludingExtraordinaryItemsMmostRecentFiscal yea,16.39
Cash per share - most recent fiscal year,cashPerShareMostRecentFiscalYear,20.67
