Date,Volume,Delivery (%)
2024-06-06,37323536,49.0
2024-06-07,40061266,52.0
2024-06-10,26817585,28.0
2024-06-11,12638850,55.0
2024-06-12,21346295,55.0
2024-06-13,12121629,52.0
2024-06-14,14500891,47.0
2024-06-18,22695999,59.0
2024-06-19,14794836,54.0
2024-06-20,12157539,49.0
2024-06-21,18740895,40.0
2024-06-24,18613966,47.0
2024-06-25,15357888,66.0
2024-06-26,13226527,67.0
2024-06-27,27928953,
2024-06-28,22881545,58.0
2024-07-01,12186294,63.0
2024-07-02,12883625,63.0
2024-07-03,9590440,57.0
2024-07-04,13523550,57.0
2024-07-05,11961727,51.0
2024-07-08,8165952,59.0
2024-07-09,9576859,64.0
2024-07-10,10960392,43.0
2024-07-11,13328366,51.0
2024-07-12,12345355,48.0
2024-07-15,5602640,52.0
2024-07-16,11659886,66.0
2024-07-18,14286857,57.0
2024-07-19,14063056,56.0
2024-07-22,10917980,58.0
2024-07-23,16305305,51.0
2024-07-24,12719657,61.0
2024-07-25,16764998,54.0
2024-07-26,11971627,56.0
2024-07-29,32445935,64.0
2024-07-30,26896556,48.0
2024-07-31,18205032,60.0
2024-08-01,28273535,47.0
2024-08-02,15089634,49.0
2024-08-05,13906681,47.0
2024-08-06,12631351,51.0
2024-08-07,12874324,54.0
2024-08-08,15865239,53.0
2024-08-09,9013450,58.0
2024-08-12,12759436,65.0
2024-08-13,10724161,61.0
2024-08-14,12492309,65.0
2024-08-16,13620119,55.0
2024-08-19,6106170,55.0
2024-08-20,6480418,64.0
2024-08-21,10277738,72.0
2024-08-22,18749305,64.0
2024-08-23,7949087,59.0
2024-08-26,8086576,52.0
2024-08-27,9776048,62.0
2024-08-28,8924182,57.0
2024-08-29,17805199,57.0
2024-08-30,23114424,64.0
2024-09-02,10044462,66.0
2024-09-03,8560108,69.0
2024-09-04,9091188,73.0
2024-09-05,14332771,71.0
2024-09-06,24540302,65.0
2024-09-09,18791093,71.0
2024-09-10,15732782,69.0
2024-09-11,10343269,67.0
2024-09-12,18664814,58.0
2024-09-13,10839121,64.0
2024-09-16,7840051,54.0
2024-09-17,12017334,71.0
2024-09-18,6699330,57.0
2024-09-19,10717623,48.0
2024-09-20,32853818,52.0
2024-09-23,6776440,66.0
2024-09-24,26573778,60.0
2024-09-25,42512216,32.0
2024-09-26,19532709,43.0
2024-09-27,33771707,64.0
2024-09-30,16694085,60.0
2024-10-01,10126767,55.0
2024-10-03,20334728,67.0
2024-10-04,20978094,58.0
2024-10-07,14113984,58.0
2024-10-08,21314013,61.0
2024-10-09,9450565,55.0
2024-10-10,21094308,62.0
2024-10-11,6464834,53.0
2024-10-14,6061716,52.0
2024-10-15,12564394,71.0
2024-10-16,22197351,81.0
2024-10-17,17172850,69.0
2024-10-18,10992597,59.0
2024-10-21,8841571,71.0
2024-10-22,11556631,57.0
2024-10-23,12851895,59.0
2024-10-24,8403250,65.0
2024-10-25,13351003,62.0
2024-10-28,9752341,54.0
2024-10-29,16143936,72.0
2024-10-30,15283762,53.0
2024-10-31,10310959,59.0
2024-11-01,908326,51.0
2024-11-04,9401052,64.0
2024-11-05,7762357,54.0
2024-11-06,11402875,54.0
2024-11-07,14764901,63.0
2024-11-08,16247319,75.0
2024-11-11,23585082,46.0
2024-11-12,12229843,69.0
2024-11-13,13125691,64.0
2024-11-14,12909482,56.0
2024-11-18,9594829,64.0
2024-11-19,13382276,72.0
2024-11-21,26016473,53.0
2024-11-22,37016923,71.0
2024-11-25,31573142,69.0
2024-11-26,19363041,76.0
2024-11-27,12304287,62.0
2024-11-28,17095769,54.0
2024-11-29,14253170,58.0
2024-12-02,16444945,61.0
2024-12-03,26443977,75.0
2024-12-04,18673496,65.0
2024-12-05,20164072,52.0
2024-12-06,9746820,57.0
2024-12-09,9998662,67.0
2024-12-10,15317583,67.0
2024-12-11,5078282,67.0
2024-12-12,11960152,67.0
2024-12-13,15401825,61.0
2024-12-16,12999755,68.0
2024-12-17,17512620,66.0
2024-12-18,15262245,61.0
2024-12-19,10426313,58.0
2024-12-20,14356919,54.0
2024-12-23,6112218,50.0
2024-12-24,5082945,52.0
2024-12-26,3919534,40.0
2024-12-27,4178860,46.0
2024-12-30,12650812,69.0
2024-12-31,8586578,58.0
2025-01-01,4328582,41.0
2025-01-02,11218449,61.0
2025-01-03,7944410,55.0
2025-01-06,6972234,60.0
2025-01-07,10759746,57.0
2025-01-08,7121428,52.0
2025-01-09,8492449,57.0
2025-01-10,7082663,54.0
2025-01-13,20270706,65.0
2025-01-14,16359786,68.0
2025-01-15,12381953,46.0
2025-01-16,12023722,63.0
2025-01-17,7733281,56.0
2025-01-20,9699067,62.0
2025-01-21,14970540,46.0
2025-01-22,10162591,66.0
2025-01-23,12406144,67.0
2025-01-24,11443519,37.0
2025-01-27,13670960,55.0
2025-01-28,11849017,48.0
2025-01-29,4909052,51.0
2025-01-30,11170564,47.0
2025-01-31,14257651,67.0
2025-02-01,7471950,37.0
2025-02-03,15994335,58.0
2025-02-04,20471326,49.0
2025-02-05,15610634,62.0
2025-02-06,21765236,58.0
2025-02-07,17566543,49.0
2025-02-10,17018884,69.0
2025-02-11,22582021,66.0
2025-02-12,18771568,65.0
2025-02-13,12646560,64.0
2025-02-14,11518269,52.0
2025-02-17,8590769,44.0
2025-02-18,10650272,62.0
2025-02-19,14816561,56.0
2025-02-20,15480952,64.0
2025-02-21,12768170,74.0
2025-02-24,14671847,71.0
2025-02-25,21746740,74.0
2025-02-27,13827720,69.0
2025-02-28,38705914,70.0
2025-03-03,9959723,62.0
2025-03-04,12143446,65.0
2025-03-05,15121016,52.0
2025-03-06,12215445,50.0
2025-03-07,10229239,63.0
2025-03-10,30567214,50.0
2025-03-11,9494761,50.0
2025-03-12,12064653,58.0
2025-03-13,9407884,65.0
2025-03-17,12076420,57.0
2025-03-18,9080713,59.0
