displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,39534.33,,,2022,Annual
Other Revenue Total ,OtherRevenueTotal,2082.01,,,2022,Annual
Total Revenue ,TotalRevenue,41616.34,,,2022,Annual
Costof Revenue Total ,CostofRevenueTotal,634.56,,,2022,Annual
Operations Maintenance ,OperationsMaintenance,830.61,,,2022,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3350.75,,,2022,Annual
Research Development ,ResearchDevelopment,0.34,,,2022,Annual
Depreciation/ Amortization ,Depreciation/Amortization,13261.64,,,2022,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-3320.33,,,2022,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-265.07,,,2022,Annual
Total Operating Expense ,TotalOperatingExpense,14492.50,,,2022,Annual
Operating Income ,OperatingIncome,27123.84,,,2022,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-7486.53,,,2022,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-28.41,,,2022,Annual
Other Net ,OtherNet,530.48,,,2022,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,20139.38,,,2022,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,2785.57,,,2022,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,17353.81,,,2022,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,17353.81,,,2022,Annual
Net Income ,NetIncome,17353.81,,,2022,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,-5297.40,,,2022,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,16824.07,,,2022,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,16824.07,,,2022,Annual
Diluted Net Income ,DilutedNetIncome,16824.07,,,2022,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,930.06,,,2022,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,18.09,,,2022,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,8.81,,,2022,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,15.04,,,2022,Annual
period Length ,periodLength,12,,,2022,Annual
period Type ,periodType,Months,,,2022,Annual
