displayName,key,value,qoQComp,yqoQComp,FiscalYear,Type
Revenue ,Revenue,38159.71,,,2021,Annual
Other Revenue Total ,OtherRevenueTotal,1480.08,,,2021,Annual
Total Revenue ,TotalRevenue,39639.79,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,531.62,,,2021,Annual
Operations Maintenance ,OperationsMaintenance,769.16,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,3091.97,,,2021,Annual
Research Development ,ResearchDevelopment,4.55,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,12388.58,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),1078.64,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,-256.91,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,17607.61,,,2021,Annual
Operating Income ,OperatingIncome,22032.18,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,-8063.47,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-2.49,,,2021,Annual
Other Net ,OtherNet,1172.81,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,15139.03,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,3464.25,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,11674.78,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,11674.78,,,2021,Annual
Net Income ,NetIncome,11674.78,,,2021,Annual
Total Adjustmentsto Net Income ,TotalAdjustmentstoNetIncome,3616.80,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,12036.46,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,12036.46,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,12036.46,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,930.06,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,12.94,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,7.31,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,13.84,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
