tickerId,companyName,remarks,boardMeetDate,purpose
S0003068,Power Grid Corporation Of India,,2025-05-19,Audited Results & Final Dividend
S0003068,Power Grid Corporation Of India,"Inter-alia, to consider 1. Issue of Unsecured, Non-Convertible, Non-Cumulative, Redeemable, Taxable Bonds as �POWERGRID Bond - LXXXI (81st) Issue� (NCD) under private placement.",2025-04-04,Others
S0003068,Power Grid Corporation Of India,To consider General Information Document ( GID ).,2025-03-26,Others
S0003068,Power Grid Corporation Of India,,2025-02-03,Quarterly Results & Interim Dividend
S0003068,Power Grid Corporation Of India,,2024-12-18,To consider Fund Raising
S0003068,Power Grid Corporation Of India,,2024-11-06,Quarterly Results & Interim Dividend
S0003068,Power Grid Corporation Of India,,2024-10-22,Tto consider Fund Raising
S0003068,Power Grid Corporation Of India,,2024-07-26,Quarterly Results
S0003068,Power Grid Corporation Of India,To consider and approve enhancement of Borrowing Limits for FY 2024-25 and Raising of Funds for FY 2025-26.,2024-07-10,Others
S0003068,Power Grid Corporation Of India,,2024-05-22,Audited Results & Final Dividend
S0003068,Power Grid Corporation Of India,,2024-04-17,Others
S0003068,Power Grid Corporation Of India,"Inter alia, to consider and approve the  Issue of Unsecured, Non-Convertible, Non-Cumulative, Redeemable, Taxable Bonds as 'POWERGRID Bond - LXXVI (76th) Issue' (NCD) under private placement.",2024-03-04,Others
S0003068,Power Grid Corporation Of India,,2024-02-07,Quarterly Results & Interim Dividend
S0003068,Power Grid Corporation Of India,"Inter alia, to consider : Issue of Unsecured, Non-Convertible, Non-Cumulative, Redeemable, Taxable Bonds as ""POWERGRID Bond - LXXV (75th) Issue"" (NCD) under private placement.",2023-12-29,Others
S0003068,Power Grid Corporation Of India,,2023-11-07,Quarterly Results & Interim Dividend
S0003068,Power Grid Corporation Of India,,2023-07-31,Quarterly Results & Bonus issue
S0003068,Power Grid Corporation Of India,"Intimation regarding meeting of ""Committee of Directors for Bonds"" of POWERGRID for issue of POWERGRID Bond LXXIII (73rd) Issue 2023-24 the Debt Instrument.",2023-07-29,Others
S0003068,Power Grid Corporation Of India,,2023-05-19,Audited Results & Final Dividend
S0003068,Power Grid Corporation Of India,"Meeting of ""Committee of Directors for Bonds"" of POWERGRID for issue of POWERGRID Bond LXX (70th) Issue 2022-23 the Debt Instrument.",2023-02-10,Others
S0003068,Power Grid Corporation Of India,,2023-01-31,Quarterly Results & 2nd Interim Dividend
S0003068,Power Grid Corporation Of India,,2022-11-05,Quarterly Results & Interim Dividend
S0003068,Power Grid Corporation Of India,,2022-08-08,Quarterly Results
S0003068,Power Grid Corporation Of India,"Inter alia, i. Raise funds up to Rs. 6,000 Crore, from domestic market through issue of secured I unsecured, instruments under Private Placement during the Financial Year 2023-24.",2022-07-06,Others
S0003068,Power Grid Corporation Of India,,2022-05-21,Audited Results & Final Dividend
S0003068,Power Grid Corporation Of India,,2022-02-09,Quarterly Results & 2nd Interim Dividend
S0003068,Power Grid Corporation Of India,,2021-12-15,Interim Dividend
S0003068,Power Grid Corporation Of India,,2021-11-09,Quarterly Results
S0003068,Power Grid Corporation Of India,,2021-08-10,Quarterly Results
S0003068,Power Grid Corporation Of India,,2021-06-17,"Audited Results, Final Dividend & Bonus"
S0003068,Power Grid Corporation Of India,,2021-03-01,Interim Dividend
S0003068,Power Grid Corporation Of India,,2021-02-11,Quarterly Results
