Date,Price on NSE
2024-06-06,300.45
2024-06-07,309.35
2024-06-10,315.8
2024-06-11,316.55
2024-06-12,324.65
2024-06-13,321.45
2024-06-14,321.5
2024-06-18,331.8
2024-06-19,327.3
2024-06-20,324.55
2024-06-21,325.95
2024-06-24,332.95
2024-06-25,327.4
2024-06-26,326.7
2024-06-27,331.55
2024-06-28,330.95
2024-07-01,329.6
2024-07-02,330.8
2024-07-03,335.15
2024-07-04,335.0
2024-07-05,339.4
2024-07-08,339.4
2024-07-09,341.15
2024-07-10,346.05
2024-07-11,342.8
2024-07-12,343.1
2024-07-15,343.85
2024-07-16,342.45
2024-07-18,341.25
2024-07-19,332.2
2024-07-22,338.6
2024-07-23,334.25
2024-07-24,337.15
2024-07-25,339.45
2024-07-26,344.2
2024-07-29,342.35
2024-07-30,349.8
2024-07-31,348.2
2024-08-01,361.1
2024-08-02,358.25
2024-08-05,342.8
2024-08-06,340.75
2024-08-07,352.05
2024-08-08,342.65
2024-08-09,346.0
2024-08-12,341.15
2024-08-13,336.95
2024-08-14,333.5
2024-08-16,338.6
2024-08-19,340.3
2024-08-20,340.5
2024-08-21,336.65
2024-08-22,334.0
2024-08-23,336.25
2024-08-26,338.25
2024-08-27,335.35
2024-08-28,334.45
2024-08-29,333.3
2024-08-30,337.4
2024-09-02,335.55
2024-09-03,334.65
2024-09-04,332.9
2024-09-05,331.25
2024-09-06,329.8
2024-09-09,328.55
2024-09-10,334.15
2024-09-11,333.2
2024-09-12,338.2
2024-09-13,337.25
2024-09-16,338.25
2024-09-17,336.9
2024-09-18,334.3
2024-09-19,334.9
2024-09-20,340.85
2024-09-23,341.15
2024-09-24,350.05
2024-09-25,363.75
2024-09-26,365.45
2024-09-27,354.25
2024-09-30,352.85
2024-10-01,350.8
2024-10-03,344.15
2024-10-04,338.85
2024-10-07,328.95
2024-10-08,327.15
2024-10-09,329.75
2024-10-10,334.35
2024-10-11,330.05
2024-10-14,330.7
2024-10-15,329.85
2024-10-16,327.2
2024-10-17,331.15
2024-10-18,332.05
2024-10-21,331.15
2024-10-22,322.75
2024-10-23,316.9
2024-10-24,319.15
2024-10-25,315.8
2024-10-28,318.3
2024-10-29,320.55
2024-10-30,318.45
2024-10-31,320.8
2024-11-01,322.05
2024-11-04,315.45
2024-11-05,316.6
2024-11-06,318.5
2024-11-07,312.95
2024-11-08,316.25
2024-11-11,329.8
2024-11-12,322.7
2024-11-13,318.0
2024-11-14,312.1
2024-11-18,312.05
2024-11-19,315.05
2024-11-21,325.9
2024-11-22,336.95
2024-11-25,342.75
2024-11-26,338.8
2024-11-27,339.25
2024-11-28,333.65
2024-11-29,329.4
2024-12-02,327.85
2024-12-03,329.65
2024-12-04,325.05
2024-12-05,328.35
2024-12-06,328.9
2024-12-09,329.1
2024-12-10,327.9
2024-12-11,327.55
2024-12-12,329.2
2024-12-13,333.85
2024-12-16,335.0
2024-12-17,329.8
2024-12-18,321.55
2024-12-19,321.65
2024-12-20,315.8
2024-12-23,315.3
2024-12-24,310.1
2024-12-26,310.3
2024-12-27,309.4
2024-12-30,307.55
2024-12-31,308.7
2025-01-01,310.4
2025-01-02,315.15
2025-01-03,316.05
2025-01-06,306.0
2025-01-07,305.05
2025-01-08,306.65
2025-01-09,305.25
2025-01-10,299.7
2025-01-13,287.6
2025-01-14,290.25
2025-01-15,298.65
2025-01-16,297.65
2025-01-17,302.6
2025-01-20,306.25
2025-01-21,302.35
2025-01-22,297.55
2025-01-23,294.35
2025-01-24,295.85
2025-01-27,287.0
2025-01-28,283.95
2025-01-29,287.85
2025-01-30,295.35
2025-01-31,301.65
2025-02-01,289.85
2025-02-03,283.8
2025-02-04,285.65
2025-02-05,285.2
2025-02-06,281.15
2025-02-07,278.15
2025-02-10,268.7
2025-02-11,261.45
2025-02-12,257.05
2025-02-13,259.15
2025-02-14,257.35
2025-02-17,263.2
2025-02-18,266.95
2025-02-19,263.05
2025-02-20,265.75
2025-02-21,261.9
2025-02-24,259.15
2025-02-25,255.75
2025-02-27,256.25
2025-02-28,250.85
2025-03-03,252.5
2025-03-04,254.0
2025-03-05,264.4
2025-03-06,266.65
2025-03-07,263.3
2025-03-10,271.3
2025-03-11,267.3
2025-03-12,267.1
2025-03-13,267.65
2025-03-17,267.35
2025-03-18,270.8
2025-03-19,277.2
2025-03-20,280.35
2025-03-21,283.1
2025-03-24,291.85
2025-03-25,291.0
2025-03-26,290.85
2025-03-27,295.5
2025-03-28,290.35
2025-04-01,289.3
2025-04-02,286.75
2025-04-03,299.1
2025-04-04,293.9
2025-04-07,289.4
2025-04-08,288.95
2025-04-09,293.4
2025-04-11,304.1
2025-04-15,304.55
2025-04-16,305.75
2025-04-17,309.0
2025-04-21,320.0
2025-04-22,312.55
2025-04-23,314.95
2025-04-24,314.4
2025-04-25,306.5
2025-04-28,308.55
2025-04-29,302.95
2025-04-30,307.45
2025-05-02,303.95
2025-05-05,308.2
2025-05-06,307.6
2025-05-07,311.1
2025-05-08,308.25
2025-05-09,299.3
2025-05-12,309.05
2025-05-13,298.45
2025-05-14,295.95
2025-05-15,299.65
2025-05-16,300.2
2025-05-19,304.05
2025-05-20,297.9
2025-05-21,296.15
2025-05-22,290.9
2025-05-23,298.1
2025-05-26,296.7
2025-05-27,294.55
2025-05-28,291.15
2025-05-29,293.1
2025-05-30,289.75
2025-06-02,293.05
2025-06-03,288.25
2025-06-04,288.55
2025-06-05,294.25
2025-06-06,295.8
