displayName,key,value
Earnings before taxes - most recent fiscal year,earningsBeforTaxesMostRecentFiscalYear,190178.90
Revenue - trailing 12 month,revenueTrailing12Month),457923.20
Net Income available to common - most recent fiscal year,netIncomeAvailableToCommonMostRecentFiscalYear,155214.40
EBITD - trailing 12 month,eBITDTrailing12Month,390653.70
Net Income available to common - trailing 12 months,netIncomeAvailableToCommonTrailing12Months,155214.40
"Earnings per Share, Normalized, Excluding Extraordinary Items, Avg. Diluted Shares Outstanding, TTM",earningsPerShareNormalizedExcludingExtraordinaryItemsAvgDilutedSharesOutstandingTTM,16.63
Revenue - most recent fiscal year,revenueMostRecentFiscalYear,457923.20
"Net Income Available to Common, Normalized - most recent fiscal year",netIncomeAvailabletoCommonNormalizedMostRecentFiscalYear,155214.40
Earnings before taxes - trailing 12 month,earningsBeforeTaxesTrailing12Month,190178.90
Earnings before taxes Normalized - most recent fiscal year,earningsBeforeTaxesNormalizedMostRecentFiscalYear,190178.90
EBITD - most recent fiscal year,eBITDMostRecentFiscalYear,390653.70
