Date,Volume,Delivery (%)
2024-06-06,34724354,41.0
2024-06-07,32822196,51.0
2024-06-10,12620677,71.0
2024-06-11,13887144,70.0
2024-06-12,11449392,56.0
2024-06-13,10241994,63.0
2024-06-14,10416324,56.0
2024-06-18,15416523,73.0
2024-06-19,12532702,68.0
2024-06-20,16295183,53.0
2024-06-21,28985583,44.0
2024-06-24,10592683,54.0
2024-06-25,11218148,60.0
2024-06-26,12131386,66.0
2024-06-27,39878690,
2024-06-28,19902212,59.0
2024-07-01,14563601,63.0
2024-07-02,12284375,59.0
2024-07-03,7857098,62.0
2024-07-04,10425722,56.0
2024-07-05,14834081,52.0
2024-07-08,23797612,61.0
2024-07-09,29150115,54.0
2024-07-10,13658837,57.0
2024-07-11,20558729,52.0
2024-07-12,22416797,50.0
2024-07-15,17893588,65.0
2024-07-16,14342459,59.0
2024-07-18,23183572,58.0
2024-07-19,27796634,52.0
2024-07-22,19735791,59.0
2024-07-23,59675434,45.0
2024-07-24,46543385,42.0
2024-07-25,20301754,53.0
2024-07-26,23217711,45.0
2024-07-29,14294857,56.0
2024-07-30,14699684,64.0
2024-07-31,13138048,52.0
2024-08-01,12752759,53.0
2024-08-02,24791558,31.0
2024-08-05,27563977,64.0
2024-08-06,15383625,63.0
2024-08-07,11901257,53.0
2024-08-08,22334817,61.0
2024-08-09,10322109,64.0
2024-08-12,9991379,57.0
2024-08-13,8549255,54.0
2024-08-14,10037898,51.0
2024-08-16,15061570,51.0
2024-08-19,11222907,56.0
2024-08-20,7216234,56.0
2024-08-21,9636895,47.0
2024-08-22,9145788,47.0
2024-08-23,9202053,53.0
2024-08-26,8614202,56.0
2024-08-27,8932101,61.0
2024-08-28,8679815,57.0
2024-08-29,20293498,49.0
2024-08-30,16379650,55.0
2024-09-02,17575773,48.0
2024-09-03,13124170,45.0
2024-09-04,9174268,61.0
2024-09-05,12005821,64.0
2024-09-06,15492090,50.0
2024-09-09,15131330,59.0
2024-09-10,12051119,65.0
2024-09-11,16337660,58.0
2024-09-12,20203978,51.0
2024-09-13,10057375,51.0
2024-09-16,8316230,66.0
2024-09-17,11590350,66.0
2024-09-18,6042136,44.0
2024-09-19,15087245,50.0
2024-09-20,27704252,42.0
2024-09-23,8769696,59.0
2024-09-24,7350167,68.0
2024-09-25,9463847,64.0
2024-09-26,16956342,53.0
2024-09-27,18707050,67.0
2024-09-30,11672857,68.0
2024-10-01,5668995,61.0
2024-10-03,17802519,64.0
2024-10-04,20881052,39.0
2024-10-07,18138057,46.0
2024-10-08,10584922,58.0
2024-10-09,26237590,62.0
2024-10-10,14462144,53.0
2024-10-11,16032227,64.0
2024-10-14,7593753,52.0
2024-10-15,8790314,70.0
2024-10-16,7507922,57.0
2024-10-17,8194290,55.0
2024-10-18,23788491,65.0
2024-10-21,8299325,56.0
2024-10-22,13584751,69.0
2024-10-23,11282010,67.0
2024-10-24,14554637,63.0
2024-10-25,34847101,37.0
2024-10-28,9380312,51.0
2024-10-29,7642456,56.0
2024-10-30,7122306,61.0
2024-10-31,8957307,59.0
2024-11-01,1645268,54.0
2024-11-04,9700830,58.0
2024-11-05,8244544,55.0
2024-11-06,16520853,72.0
2024-11-07,9966434,59.0
2024-11-08,7188145,57.0
2024-11-11,6260282,59.0
2024-11-12,5709129,65.0
2024-11-13,12165831,67.0
2024-11-14,12969170,51.0
2024-11-18,8879056,57.0
2024-11-19,7547590,64.0
2024-11-21,21399257,64.0
2024-11-22,21419786,56.0
2024-11-25,15259089,58.0
2024-11-26,7241198,51.0
2024-11-27,7702994,53.0
2024-11-28,15694513,45.0
2024-11-29,9391859,56.0
2024-12-02,6182247,59.0
2024-12-03,24324203,51.0
2024-12-04,14624728,61.0
2024-12-05,29805257,56.0
2024-12-06,8701242,43.0
2024-12-09,13270817,62.0
2024-12-10,9693071,65.0
2024-12-11,7601806,54.0
2024-12-12,13923001,53.0
2024-12-13,34441288,54.0
2024-12-16,9937150,52.0
2024-12-17,21668671,43.0
2024-12-18,13690631,51.0
2024-12-19,16505969,57.0
2024-12-20,21204055,52.0
2024-12-23,20495766,61.0
2024-12-24,12582939,64.0
2024-12-26,9634448,56.0
2024-12-27,17671211,61.0
2024-12-30,14484083,75.0
2024-12-31,14706390,68.0
2025-01-01,19992516,72.0
2025-01-02,28213543,81.0
2025-01-03,40728553,68.0
2025-01-06,23501598,59.0
2025-01-07,14629016,66.0
2025-01-08,14131641,54.0
2025-01-09,20417333,60.0
2025-01-10,9661875,62.0
2025-01-13,18374119,71.0
2025-01-14,18766166,62.0
2025-01-15,10134224,63.0
2025-01-16,15936690,61.0
2025-01-17,11432429,65.0
2025-01-20,9032655,71.0
2025-01-21,17529447,36.0
2025-01-22,9908220,58.0
2025-01-23,9174540,53.0
2025-01-24,10082992,63.0
2025-01-27,10849150,60.0
2025-01-28,21677571,59.0
2025-01-29,15463678,65.0
2025-01-30,22983304,68.0
2025-01-31,14547300,69.0
2025-02-01,32092039,41.0
2025-02-03,17687903,55.0
2025-02-04,19462167,56.0
2025-02-05,13272309,64.0
2025-02-06,18326575,57.0
2025-02-07,19854521,58.0
2025-02-10,12769018,65.0
2025-02-11,15198416,59.0
2025-02-12,14912638,55.0
2025-02-13,13484466,66.0
2025-02-14,14707307,54.0
2025-02-17,12554583,64.0
2025-02-18,13351282,73.0
2025-02-19,7249305,61.0
2025-02-20,16147206,57.0
2025-02-21,8698625,60.0
2025-02-24,7565645,59.0
2025-02-25,16554379,68.0
2025-02-27,19539196,78.0
2025-02-28,32222678,75.0
2025-03-03,11056915,64.0
2025-03-04,13867170,69.0
2025-03-05,16315349,66.0
2025-03-06,18491309,54.0
2025-03-07,11607862,73.0
2025-03-10,10033869,69.0
2025-03-11,11498756,64.0
2025-03-12,14128802,70.0
2025-03-13,8596465,51.0
2025-03-17,5406687,57.0
2025-03-18,14272010,63.0
2025-03-19,15480543,69.0
2025-03-20,19715427,67.0
2025-03-21,25824134,71.0
2025-03-24,15526875,66.0
2025-03-25,21260014,54.0
2025-03-26,14640196,66.0
2025-03-27,19432253,71.0
2025-03-28,13834855,59.0
2025-04-01,16116860,53.0
2025-04-02,8439519,67.0
2025-04-03,7157155,66.0
2025-04-04,18824109,68.0
2025-04-07,27788853,63.0
2025-04-08,19700195,53.0
2025-04-09,22312511,64.0
2025-04-11,9305993,62.0
2025-04-15,12308837,60.0
2025-04-16,13603085,74.0
2025-04-17,22926376,74.0
2025-04-21,28076445,72.0
2025-04-22,32641260,71.0
2025-04-23,20196846,71.0
2025-04-24,26451613,67.0
2025-04-25,23650499,71.0
2025-04-28,6841719,57.0
2025-04-29,11894682,67.0
2025-04-30,10179634,67.0
2025-05-02,13017814,71.0
2025-05-05,12064053,67.0
2025-05-06,15996138,75.0
2025-05-07,10670801,66.0
2025-05-08,20209741,60.0
