displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,53155.12,,,2021,Annual
Total Revenue ,TotalRevenue,53155.12,,,2021,Annual
Costof Revenue Total ,CostofRevenueTotal,25023.67,,,2021,Annual
Gross Profit ,GrossProfit,28131.45,,,2021,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,10002.63,,,2021,Annual
Research Development ,ResearchDevelopment,46.03,,,2021,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1637.33,,,2021,Annual
Interest Exp( Inc) Net- Operating Total ,InterestExp(Inc)Net-OperatingTotal,8.26,,,2021,Annual
Unusual Expense( Income) ,UnusualExpense(Income),-4.67,,,2021,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1019.45,,,2021,Annual
Total Operating Expense ,TotalOperatingExpense,37732.70,,,2021,Annual
Operating Income ,OperatingIncome,15422.42,,,2021,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,2465.45,,,2021,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-60.64,,,2021,Annual
Other Net ,OtherNet,110.94,,,2021,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,17938.17,,,2021,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,4555.29,,,2021,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,13382.88,,,2021,Annual
Minority Interest ,MinorityInterest,-221.69,,,2021,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,13161.19,,,2021,Annual
Net Income ,NetIncome,13161.19,,,2021,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,13161.19,,,2021,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,13161.19,,,2021,Annual
Dilution Adjustment ,DilutionAdjustment,0.00,,,2021,Annual
Diluted Net Income ,DilutedNetIncome,13161.19,,,2021,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1230.25,,,2021,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,10.70,,,2021,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.75,,,2021,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,10.73,,,2021,Annual
period Length ,periodLength,12,,,2021,Annual
period Type ,periodType,Months,,,2021,Annual
