tickerId,companyName,remarks,boardMeetDate,purpose
S0003028,Itc,,2025-05-22,Audited Results & Final Dividend
S0003028,Itc,,2025-02-06,Quarterly Results & Interim Dividend
S0003028,Itc,,2024-10-24,Quarterly Results
S0003028,Itc,,2024-08-01,Quarterly Results
S0003028,Itc,,2024-05-23,Audited Results & Final Dividend
S0003028,Itc,,2024-01-29,Quarterly Results & Interim Dividend
S0003028,Itc,,2023-10-19,Quarterly Results
S0003028,Itc,,2023-08-14,Quarterly Results & Scheme of Arrangement
S0003028,Itc,,2023-05-18,Audited Results & Final Dividend
S0003028,Itc,,2023-02-03,Quarterly Results & Interim Dividend
S0003028,Itc,,2022-10-20,Quarterly Results
S0003028,Itc,,2022-08-01,Quarterly Results
S0003028,Itc,,2022-05-18,Audited Results & Final Dividend
S0003028,Itc,,2022-02-03,Quarterly Results & Interim Dividend
S0003028,Itc,,2021-10-27,Quarterly Results
S0003028,Itc,,2021-07-24,Quarterly Results
S0003028,Itc,,2021-06-01,Audited Results & Final Dividend
S0003028,Itc,,2021-02-11,Quarterly Results & Interim Dividend
