displayName,key,value,yqoQComp,qoQComp,FiscalYear,Type
Revenue ,Revenue,51393.47,,,2020,Annual
Total Revenue ,TotalRevenue,51393.47,,,2020,Annual
Costof Revenue Total ,CostofRevenueTotal,20532.39,,,2020,Annual
Gross Profit ,GrossProfit,30861.08,,,2020,Annual
Selling/ General/ Admin Expenses Total ,Selling/General/AdminExpensesTotal,10286.79,,,2020,Annual
Research Development ,ResearchDevelopment,48.00,,,2020,Annual
Depreciation/ Amortization ,Depreciation/Amortization,1642.63,,,2020,Annual
Unusual Expense( Income) ,UnusualExpense(Income),131.96,,,2020,Annual
Other Operating Expenses Total ,OtherOperatingExpensesTotal,1208.85,,,2020,Annual
Total Operating Expense ,TotalOperatingExpense,33850.62,,,2020,Annual
Operating Income ,OperatingIncome,17542.85,,,2020,Annual
Interest Inc( Exp) Net- Non- Op Total ,InterestInc(Exp)Net-Non-OpTotal,2490.46,,,2020,Annual
Gain( Loss)on Saleof Assets ,Gain(Loss)onSaleofAssets,-59.56,,,2020,Annual
Other Net ,OtherNet,60.82,,,2020,Annual
Net Income Before Taxes ,NetIncomeBeforeTaxes,20034.57,,,2020,Annual
Provisionfor Income Taxes ,ProvisionforIncomeTaxes,5463.83,,,2020,Annual
Net Income After Taxes ,NetIncomeAfterTaxes,14570.74,,,2020,Annual
Minority Interest ,MinorityInterest,-286.55,,,2020,Annual
Net Income Before Extra Items ,NetIncomeBeforeExtraItems,14284.19,,,2020,Annual
Total Extraordinary Items ,TotalExtraordinaryItems,1022.04,,,2020,Annual
Net Income ,NetIncome,15306.23,,,2020,Annual
Income Availableto Com Excl Extra Ord ,IncomeAvailabletoComExclExtraOrd,14284.19,,,2020,Annual
Income Availableto Com Incl Extra Ord ,IncomeAvailabletoComInclExtraOrd,15306.23,,,2020,Annual
Diluted Net Income ,DilutedNetIncome,15306.23,,,2020,Annual
Diluted Weighted Average Shares ,DilutedWeightedAverageShares,1229.25,,,2020,Annual
Diluted EPS Excluding Extra Ord Items ,DilutedEPSExcludingExtraOrdItems,11.62,,,2020,Annual
DPS- Common Stock Primary Issue ,DPS-CommonStockPrimaryIssue,10.15,,,2020,Annual
Diluted Normalized EPS ,DilutedNormalizedEPS,11.73,,,2020,Annual
period Length ,periodLength,12,,,2020,Annual
period Type ,periodType,Months,,,2020,Annual
