displayName,key,value
Return on average equity - 5 year average,returnOnAverageEquity5YearAverage,26.27
Net Income/employee - trailing 12 month,netIncomePerEmployeeTrailing12Month,
Revenue/employee - most recent fiscal year,revenuePerEmployeeMostRecentFiscalYear,
Return on investment - most recent fiscal year,returnOnInvestmentMostRecentFiscalYear,26.51
Return on average assets - most recent fiscal year,returnOnAverageAssetsMostRecenFiscalYear,22.27
Receivables turnover - most recent fiscal year,receivablesTurnoverMostRecentFiscalYear,17.80
Return on investment - trailing 12 month,returnOnInvestmentTrailing12Month,26.73
Return on average assets - trailing 12 month,returnOnAverageAssetsTrailing12Month,22.45
Inventory turnover - most recent fiscal year,inventoryTurnoverMostRecentFiscalYear,2.56
Inventory turnover - trailing 12 month,inventoryTurnoverTrailing12Month),2.58
Revenue/employee - trailing 12 month,revenuePerEmployeeTrailing12Month,
Return on average assets - 5 year average,returnOnAverageAssets5YearAverage,21.66
Net Income/employee - most recent fiscal year,netIncomePerEmployeeMostRecentFiscalYear,
Return on average equity - trailing 12 month,returnOnAverageEquityTrailing12Month,27.52
Receivables turnover - trailing 12 month,receivablesTurnoverTrailing12Month,18.99
Asset turnover - most recent fiscal year,assetTurnoverMostRecentFiscalYear,0.91
Asset turnover - trailing 12 month,assetTurnoverTrailing12Month,0.92
Return on average equity - most recent fiscal year,returnOnAverageEquityMostRecentFiscalYear),27.30
Return on investment - 5 year average,returnOnInvestment5YearAverage,25.66
